,Douglas,Cass,Knox,Sarpy,Adams,Lincoln,Nemaha,Buffalo,Lancaster,Dawson,Madison,Washington,Saunders,Dodge,Hall,Kearney,Gosper,Platte,Scotts Bluff,Antelope,Unknown,York,Kimball,Cuming,Colfax,Gage,Hamilton,Otoe,Merrick,Cherry,Johnson,Phelps,Seward,Cheyenne,Custer,Stanton,Burt,Polk,Clay,Franklin,Webster,Box Butte,Pierce,Wayne,Dakota,Saline,Morrill,Howard,Nance,Butler,Red Willow,Furnas,Dixon,Fillmore,Greeley,Sherman,Thurston,Jefferson,Cedar,Valley,Frontier,Hitchcock,Keith,Holt,Boone,Thomas,Dawes,Richardson,Nuckolls,Chase,Thayer,Boyd,Garden,Garfield,Banner,Sioux,Harlan,Rock,Sheridan,Hooker,McPherson,Pawnee,Deuel,Dundy,Perkins,Wheeler,Arthur,Brown,Keya Paha,Logan,Loup,Grant,Blaine,Hayes
2021-06-28,72206,2674,1150,22440,3181,4138,804,5517,31515,2850,4303,2203,2545,4981,7877,616,180,4150,4683,616,,1809,437,1056,1594,2156,971,1479,779,436,656,1007,2036,953,907,372,671,589,780,239,419,959,730,1162,4144,2041,509,594,414,857,1272,470,695,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,195,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
2021-06-29,72236,2675,1150,22445,3181,4138,804,5517,31522,2850,4303,2204,2545,4983,7877,616,180,4150,4683,616,,1826,437,1056,1594,2156,971,1479,779,436,656,1007,2038,953,907,372,671,589,780,239,419,959,730,1162,4150,2041,509,594,414,861,1272,470,695,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,195,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,278,54,81,34,36,28,57
2021-06-30,72236,2675,1151,22445,3181,4138,804,5517,31535,2850,4303,2204,2545,4983,7877,616,180,4150,4683,616,,1826,437,1056,1594,2156,973,1479,779,437,656,1007,2038,953,907,372,671,589,780,239,419,959,731,1162,4150,2041,509,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,202,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,54,81,34,36,28,57
2021-07-01,72275,2675,1151,22448,3181,4138,804,5517,31542,2850,4303,2204,2545,4983,7877,616,180,4150,4683,616,,1826,437,1056,1594,2156,973,1479,779,437,656,1007,2038,953,907,372,671,589,780,239,419,959,731,1162,4150,2041,509,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,202,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,54,81,34,36,28,57
2021-07-02,72289,2675,1151,22454,3181,4147,804,5522,31550,2850,4303,2204,2545,4983,7879,617,180,4150,4683,616,,1826,437,1056,1594,2156,973,1479,780,437,656,1007,2038,953,907,372,671,589,780,239,419,959,731,1162,4150,2041,509,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,202,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,54,81,34,36,28,57
2021-07-03,72289,2675,1151,22454,3181,4147,804,5522,31550,2850,4303,2204,2545,4983,7879,617,180,4150,4683,616,,1826,437,1056,1594,2156,973,1479,780,437,656,1007,2038,953,907,372,671,589,780,239,419,959,731,1162,4150,2041,509,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,202,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,54,81,34,36,28,57
2021-07-04,72289,2675,1151,22454,3181,4147,804,5522,31550,2850,4303,2204,2545,4983,7879,617,180,4150,4683,616,,1832,437,1056,1594,2156,973,1479,780,437,656,1007,2038,953,907,372,671,589,780,239,419,959,731,1162,4150,2041,509,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,202,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,54,81,34,36,28,57
2021-07-05,72289,2675,1151,22454,3181,4147,804,5522,31550,2850,4303,2204,2545,4983,7879,617,180,4150,4683,616,,1832,437,1056,1594,2156,973,1479,780,437,656,1007,2038,953,907,372,671,589,780,239,419,959,731,1162,4150,2041,509,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,907,585,55,768,816,548,472,491,202,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,54,81,34,36,28,57
2021-07-06,72344,2676,1155,22460,3181,4147,804,5522,31578,2850,4303,2204,2545,4983,7886,617,180,4150,4686,616,,1832,437,1056,1594,2156,974,1479,780,437,656,1007,2038,956,907,372,671,589,780,239,419,960,732,1162,4150,2041,511,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,908,585,55,771,816,548,472,491,203,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,56,81,34,36,28,57
2021-07-07,72380,2676,1155,22460,3182,4147,804,5522,31584,2850,4303,2205,2546,4988,7886,617,180,4150,4686,616,,1838,437,1056,1594,2156,974,1479,780,437,656,1007,2040,956,907,372,671,590,782,239,419,960,732,1171,4150,2041,511,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,908,585,55,771,816,548,472,491,203,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,56,81,34,36,28,57
2021-07-08,72411,2676,1155,22460,3182,4147,804,5522,31615,2850,4303,2205,2546,4988,7889,617,180,4150,4686,616,,1838,437,1056,1594,2156,974,1479,780,437,656,1007,2040,956,907,372,671,590,782,239,419,960,732,1171,4150,2041,511,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,908,585,55,771,816,548,472,491,203,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,56,81,34,36,28,57
2021-07-09,72450,2677,1155,22472,3182,4147,804,5524,31620,2853,4303,2205,2546,4988,7893,617,179,4150,4686,616,,1838,437,1056,1594,2156,978,1479,780,437,656,1011,2040,956,907,372,671,590,782,239,419,960,732,1171,4150,2041,511,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,908,585,55,771,816,548,472,491,203,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,56,81,34,36,28,57
2021-07-10,72450,2677,1155,22472,3182,4157,804,5524,31620,2853,4303,2205,2546,4988,7893,617,179,4150,4686,616,,1838,437,1056,1594,2156,978,1479,780,437,656,1011,2040,956,907,372,671,590,782,239,419,960,732,1171,4150,2041,511,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,908,585,55,771,816,548,472,491,203,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,56,81,34,36,28,57
2021-07-11,72450,2677,1155,22472,3182,4157,804,5524,31620,2853,4303,2206,2548,4990,7893,617,179,4150,4686,616,,1842,437,1056,1594,2156,978,1479,780,437,656,1011,2040,956,907,372,671,590,782,239,419,960,732,1171,4150,2041,511,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,908,585,55,771,816,548,472,491,203,118,156,29,31,228,151,539,47,28,241,117,184,278,39,24,280,56,81,34,36,28,57
2021-07-12,72494,2677,1158,22472,3182,4157,804,5524,31681,2853,4303,2207,2549,4993,7893,617,179,4150,4707,618,,1842,442,1056,1594,2156,978,1479,780,437,656,1011,2040,961,907,372,671,590,782,239,419,967,732,1171,4155,2041,512,594,414,861,1272,470,696,507,226,213,1190,664,955,344,149,259,706,910,585,55,773,816,548,472,491,204,118,156,30,31,228,154,540,47,28,241,117,184,278,39,24,282,56,81,34,36,28,57
2021-07-13,72534,2677,1158,22472,3185,4157,804,5524,31696,2853,4303,2208,2548,4994,7893,617,179,4150,4707,618,,1842,442,1056,1594,2155,978,1479,780,437,656,1011,2040,961,907,372,671,590,782,239,419,967,732,1171,4155,2037,512,594,414,861,1282,482,696,507,226,213,1190,662,955,344,157,259,713,910,585,55,773,816,548,477,490,204,118,156,30,31,228,154,540,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-14,72589,2677,1158,22472,3185,4157,804,5524,31710,2853,4303,2209,2549,4995,7893,617,179,4150,4707,618,38,1845,442,1056,1594,2155,978,1479,780,437,656,1011,2044,961,907,372,671,590,782,239,419,967,732,1175,4155,2037,512,594,414,862,1282,482,696,507,226,213,1195,662,955,344,157,259,713,910,585,55,773,816,548,477,490,204,118,156,30,31,228,154,540,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-15,72621,2681,1158,22518,3191,4157,804,5524,31722,2853,4303,2211,2550,4995,7893,617,179,4150,4707,618,46,1845,442,1056,1594,2155,978,1479,780,437,656,1011,2044,961,907,372,671,590,782,239,419,967,732,1175,4155,2037,512,594,414,862,1282,482,696,507,226,213,1195,662,955,344,157,259,713,910,585,55,773,816,548,477,490,204,118,156,30,31,228,154,540,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-16,72689,2681,1158,22518,3191,4157,804,5532,31730,2861,4303,2212,2551,5002,7893,618,179,4150,4707,618,88,1845,442,1056,1594,2155,978,1479,780,437,656,1013,2044,961,907,372,671,590,782,240,419,967,732,1175,4155,2037,512,594,414,862,1282,482,696,507,226,213,1195,662,955,344,157,259,713,910,585,55,773,816,548,477,490,204,118,156,30,31,231,154,540,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-17,72689,2681,1158,22518,3191,4176,804,5532,31730,2861,4303,2212,2551,5002,7893,618,179,4150,4707,618,69,1845,442,1056,1594,2155,978,1479,780,437,656,1013,2044,961,907,372,671,590,782,240,419,967,732,1175,4155,2037,512,594,414,862,1282,482,696,507,226,213,1195,662,955,344,157,259,713,910,585,55,773,816,548,477,490,204,118,156,30,31,231,154,540,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-18,72689,2681,1158,22518,3191,4176,804,5532,31730,2861,4303,2212,2551,5002,7893,618,179,4150,4707,618,66,1845,442,1056,1594,2155,978,1479,780,437,656,1013,2046,961,907,372,671,590,782,240,419,967,732,1175,4155,2037,512,594,414,863,1282,482,696,507,226,213,1195,662,955,344,157,259,713,910,585,55,773,816,548,477,490,204,118,156,30,31,231,154,540,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-19,72770,2681,1159,22534,3191,4176,804,5532,31830,2861,4303,2217,2557,5004,7892,618,179,4150,4731,619,102,1845,442,1056,1594,2155,978,1479,780,439,656,1013,2046,978,907,372,671,590,782,240,419,974,734,1175,4155,2037,513,594,414,863,1282,482,696,507,226,213,1195,662,955,344,157,259,713,911,585,55,773,816,548,477,490,206,118,156,30,31,231,154,542,47,28,241,117,187,284,39,24,283,56,81,34,36,26,59
2021-07-20,72811,2682,1159,22539,3192,4176,804,5532,31863,2861,4303,2219,2559,5003,7892,618,179,4150,4731,619,158,1845,442,1056,1594,2155,978,1479,780,439,656,1013,2046,978,907,372,671,590,782,240,419,974,734,1175,4155,2037,513,594,414,863,1282,482,696,507,226,213,1195,662,955,344,157,259,713,911,585,55,773,816,548,477,490,206,118,156,30,31,231,154,542,47,28,241,117,187,284,39,24,283,56,81,34,36,26,59
2021-07-21,72843,2682,1159,22539,3196,4176,804,5532,31873,2861,4303,2219,2559,5003,7892,618,179,4150,4731,619,224,1845,442,1056,1594,2155,978,1479,780,439,656,1013,2049,978,907,372,671,591,783,240,419,974,734,1178,4155,2037,513,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,911,585,55,773,816,548,477,490,206,118,156,30,31,231,154,542,47,28,241,117,187,284,39,24,283,56,81,34,36,26,59
2021-07-22,72884,2684,1159,22562,3197,4176,804,5532,31912,2861,4303,2221,2561,5006,7892,618,179,4150,4731,619,275,1845,442,1056,1594,2155,978,1479,780,439,656,1013,2049,978,907,372,671,591,783,240,419,974,734,1178,4155,2037,513,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,911,585,55,773,816,548,477,490,206,118,156,30,31,231,154,542,47,28,241,117,187,284,39,24,283,56,81,34,36,26,59
2021-07-23,72947,2684,1159,22562,3197,4176,804,5557,31971,2861,4303,2221,2562,5009,7892,624,180,4150,4731,619,347,1845,442,1056,1594,2155,978,1479,780,439,656,1014,2049,978,907,372,671,591,783,239,419,974,734,1178,4155,2037,513,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,911,585,55,773,816,548,477,490,206,118,156,30,31,234,154,542,47,28,241,117,187,284,39,24,283,56,81,34,36,26,59
2021-07-24,72947,2684,1159,22562,3197,4176,804,5557,31971,2861,4303,2221,2562,5009,7892,624,180,4150,4731,619,347,1845,442,1056,1594,2155,978,1479,780,439,656,1014,2049,978,907,372,671,591,783,239,419,974,734,1178,4155,2037,513,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,911,585,55,773,816,548,477,490,206,118,156,30,31,234,154,542,47,28,241,117,187,284,39,24,283,56,81,34,36,26,59
2021-07-25,72947,2684,1159,22562,3197,4176,804,5557,31971,2861,4303,2221,2562,5009,7892,624,180,4150,4731,619,342,1848,442,1056,1594,2155,978,1479,780,439,656,1014,2051,978,907,372,671,591,783,239,419,974,734,1178,4155,2037,513,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,911,585,55,773,816,548,477,490,206,118,156,30,31,234,154,542,47,28,241,117,187,284,39,24,283,56,81,34,36,26,59
2021-07-26,73091,2687,1159,22610,3197,4176,804,5557,32049,2861,4303,2227,2570,5017,7892,624,180,4150,4731,622,412,1848,442,1056,1594,2155,978,1479,780,439,656,1014,2051,978,907,372,671,591,783,239,419,974,734,1178,4171,2037,513,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,548,477,490,207,118,156,30,31,234,154,542,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-27,73091,2689,1159,22626,3200,4176,804,5557,32113,2861,4303,2228,2575,5023,7926,624,180,4150,4750,622,535,1854,442,1056,1594,2155,989,1479,786,439,656,1014,2055,983,907,372,671,593,783,239,419,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,551,477,490,207,118,156,30,31,234,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-28,73301,2689,1159,22626,3201,4176,804,5557,32156,2861,4303,2228,2575,5023,7926,624,180,4150,4750,622,567,1854,442,1056,1594,2155,989,1479,786,439,656,1014,2055,983,907,372,671,593,783,239,419,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,552,477,490,207,118,156,30,31,234,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-29,73380,2701,1159,22675,3203,4176,804,5557,32217,2861,4303,2228,2575,5023,7926,624,180,4150,4750,622,600,1854,442,1056,1594,2155,989,1479,786,439,656,1014,2055,983,907,372,671,593,783,239,421,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,552,477,490,207,118,156,30,31,234,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-30,73521,2705,1159,22696,3206,4176,804,5605,32295,2871,4303,2228,2575,5023,7926,629,180,4150,4750,622,647,1854,442,1056,1594,2155,989,1479,786,439,656,1017,2055,983,907,372,671,593,783,246,421,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-07-31,73521,2705,1159,22696,3206,4176,804,5605,32295,2871,4303,2228,2575,5023,7926,629,180,4150,4750,622,647,1854,442,1056,1594,2155,989,1479,786,439,656,1017,2055,983,907,372,671,593,783,246,421,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-01,73521,2705,1159,22696,3206,4176,804,5605,32295,2871,4303,2228,2575,5023,7926,629,180,4150,4750,622,647,1854,442,1056,1594,2155,989,1479,786,439,656,1017,2055,983,907,372,671,593,783,246,421,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-02,73719,2710,1159,22722,3212,4176,804,5605,32441,2871,4303,2228,2575,5023,7926,629,180,4150,4770,622,788,1854,442,1056,1594,2155,989,1479,786,439,656,1017,2055,983,907,372,671,593,784,246,423,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-03,73883,2712,1159,22748,3212,4176,804,5605,32527,2871,4303,2228,2575,5023,7926,629,180,4150,4774,622,954,1854,442,1056,1594,2155,989,1479,786,439,656,1017,2055,983,907,372,671,593,784,246,423,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-04,73988,2712,1159,22748,3216,4176,804,5605,32594,2871,4303,2228,2575,5023,7926,629,180,4150,4774,622,1158,1854,442,1056,1594,2155,989,1479,786,439,656,1017,2055,983,907,372,671,593,784,246,424,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-05,74136,2723,1159,22811,3216,4176,804,5605,32673,2871,4303,2228,2575,5023,7926,629,180,4150,4791,622,1252,1854,442,1056,1594,2155,989,1479,786,439,656,1017,2055,983,907,372,671,593,784,246,424,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-06,74308,2725,1159,22851,3216,4176,804,5654,32764,2887,4303,2228,2575,5023,7926,627,187,4150,4791,622,1285,1854,442,1056,1594,2155,989,1479,786,439,656,1013,2055,983,907,372,671,593,784,245,424,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,221,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-07,74308,2725,1159,22851,3216,4176,804,5654,32764,2887,4303,2228,2575,5023,7926,627,187,4150,4791,622,1285,1854,442,1056,1594,2155,989,1479,786,439,656,1013,2055,983,907,372,671,593,784,245,424,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,221,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-08,74308,2732,1159,22908,3216,4176,804,5654,32764,2887,4303,2228,2575,5023,7926,627,187,4150,4791,622,1221,1854,442,1056,1594,2155,989,1479,786,439,656,1013,2055,983,907,372,671,593,784,245,424,982,734,1178,4171,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,221,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-09,74562,2732,1159,22908,3216,4176,804,5654,32926,2887,4303,2228,2575,5023,7926,627,187,4150,4794,622,1506,1854,442,1056,1594,2155,989,1479,786,439,656,1013,2055,983,907,372,671,593,784,245,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,221,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-10,74726,2732,1159,22908,3216,4176,804,5654,33023,2887,4303,2228,2575,5023,7926,627,187,4150,4794,622,1789,1854,442,1056,1594,2155,989,1479,786,439,656,1013,2055,983,907,372,671,593,784,245,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,221,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-11,74894,2742,1159,22975,3216,4176,804,5654,33143,2887,4303,2228,2575,5023,7926,627,187,4150,4794,622,1907,1854,442,1056,1594,2155,989,1479,786,439,656,1013,2055,983,907,372,671,593,784,245,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,221,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-12,75056,2748,1159,23075,3216,4176,804,5654,33244,2887,4303,2228,2575,5023,7926,627,187,4150,4830,622,2006,1854,442,1056,1594,2155,989,1479,786,439,656,1013,2055,983,907,372,671,593,784,245,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,221,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-13,75221,2757,1159,23139,3216,4176,804,5697,33324,2915,4303,2228,2575,5023,7926,694,184,4150,4830,622,2027,1854,442,1056,1594,2155,989,1479,786,439,656,1026,2055,983,907,372,671,593,784,249,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-14,75221,2757,1159,23139,3216,4176,804,5697,33324,2915,4303,2228,2575,5023,7926,694,184,4150,4830,622,2027,1854,442,1056,1594,2155,989,1479,786,439,656,1026,2055,983,907,372,671,593,784,249,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-15,75221,2762,1159,23207,3216,4176,804,5697,33324,2915,4303,2228,2575,5023,7926,694,184,4150,4830,622,1954,1854,442,1056,1594,2155,989,1479,786,439,656,1026,2055,983,907,372,671,593,784,249,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-16,75529,2763,1159,23234,3216,4176,804,5697,33652,2915,4303,2228,2575,5023,7926,694,184,4150,4860,622,2277,1854,442,1056,1594,2155,989,1479,786,439,656,1026,2055,983,907,372,671,593,784,249,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-17,75748,2770,1159,23296,3216,4176,804,5697,33763,2915,4303,2228,2575,5023,7926,694,184,4150,4860,622,2533,1854,442,1056,1594,2155,989,1479,786,439,656,1026,2055,983,907,372,671,593,784,249,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-18,75907,2776,1159,23336,3216,4176,804,5697,33866,2915,4303,2228,2575,5023,7926,694,184,4150,4860,622,2836,1854,442,1056,1594,2155,989,1479,786,439,656,1026,2055,983,907,372,671,593,784,249,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
2021-08-19,76090,2782,1159,23389,3216,4176,804,5697,33993,2915,4303,2228,2575,5023,7926,694,184,4150,4904,622,3083,1854,442,1056,1594,2155,989,1479,786,439,656,1026,2055,983,907,372,671,593,784,249,424,982,734,1178,4209,2037,523,594,414,864,1282,482,698,507,226,213,1206,662,956,344,157,259,713,916,585,55,773,816,553,477,490,207,118,156,30,31,230,154,547,47,28,241,117,187,284,39,24,282,56,81,34,36,26,59
