,Ward,Burleigh,Cass,Morton,Pierce,Ramsey,Walsh,Dunn,Foster,Stark,McHenry,McIntosh,Barnes,Divide,McLean,Mountrail,Sioux,Grand Forks,Oliver,Grant,McKenzie,Williams,Burke,Eddy,Slope,Emmons,Bowman,Stutsman,Richland,Sargent,Unknown,Rolette,Nelson,Wells,Pembina,Ransom,Renville,Mercer,Benson,Traill,Steele,Bottineau,Griggs,Dickey,LaMoure,Sheridan,Kidder,Billings,Cavalier,Hettinger,Towner,Logan,Golden Valley,Adams
2021-06-20,199,195,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-21,199,195,209,101,25,30,27,7,19,51,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-22,200,196,209,101,25,30,27,7,19,52,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-23,200,196,209,101,25,30,27,7,19,52,23,7,31,2,30,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-24,200,196,209,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-25,200,196,209,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-26,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-27,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-28,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-29,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-06-30,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-01,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-02,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-03,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-04,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-05,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-06,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-07,200,196,210,101,25,30,27,7,19,52,23,7,31,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-08,200,196,211,101,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,81,17,7,31,28,15,8,11,17,14,10,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-09,200,196,211,101,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-10,200,196,211,101,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-11,200,196,211,101,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-12,200,196,211,101,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-13,200,196,211,101,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,19,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-14,201,196,212,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-15,201,196,212,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-16,201,196,212,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-17,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-18,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-19,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-20,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,14,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-21,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-22,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-23,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-24,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-25,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-26,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-27,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-28,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-29,201,196,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-30,201,197,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-07-31,201,197,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-01,201,197,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-02,201,197,213,102,25,30,27,7,19,52,23,7,32,2,31,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-03,201,197,213,102,25,30,27,7,19,52,23,7,32,2,32,18,12,79,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-04,201,197,213,102,25,30,27,7,19,52,23,7,32,2,32,18,12,80,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-05,201,197,213,102,25,30,27,7,19,52,23,7,32,2,32,18,12,80,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-06,201,198,213,102,25,30,27,7,19,52,23,7,32,2,32,18,12,80,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-07,201,198,213,102,25,30,27,7,19,52,23,7,32,2,32,18,12,80,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-08,201,198,213,102,25,30,27,7,19,52,23,7,32,2,32,18,12,80,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
2021-08-09,201,198,213,102,25,30,27,7,19,52,23,7,32,2,32,18,12,80,3,7,15,40,3,6,0,13,5,82,17,7,31,28,15,8,11,17,14,11,20,18,2,20,2,33,17,2,10,0,5,4,11,10,3,3
