,Jefferson,Pulaski,Garland,Saline,Cleburne,Cleveland,Desha,Lincoln,Bradley,Faulkner,Washington,Benton,Boone,Clark,Craighead,Crittenden,Grant,Greene,Independence,Poinsett,Polk,Pope,Searcy,Sebastian,Sevier,Van Buren,Unknown,Columbia,Conway,Crawford,Cross,Hot Spring,Lawrence,Pike,Stone,Union,White,Woodruff,Drew,Chicot,Howard,Lonoke,Randolph,Baxter,Johnson,Arkansas,Ashley,Hempstead,Nevada,Perry,Newton,St. Francis,Miller,Scott,Carroll,Lee,Mississippi,Monroe,Ouachita,Sharp,Lafayette,Prairie,Dallas,Phillips,Yell,Clay,Franklin,Izard,Logan,Madison,Marion,Jackson,Fulton,Montgomery,Little River,Calhoun
2020-03-11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-04-02,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2020-04-03,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2020-04-04,0,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2020-04-05,0,6,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2020-04-06,1,5,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-07,1,7,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-08,1,7,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-09,1,8,0,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-10,2,8,0,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020-04-11,2,9,0,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020-04-12,3,9,0,1,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
2020-04-13,4,10,0,1,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-14,5,10,0,1,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-15,6,10,0,1,4,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-16,6,11,0,1,4,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-17,6,11,0,1,4,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-18,6,12,0,1,4,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-19,6,12,0,1,4,0,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-20,7,12,0,1,4,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-21,7,12,0,1,4,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-22,7,12,0,1,4,0,0,0,1,2,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
2020-04-23,7,12,0,1,4,0,0,0,1,2,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-04-24,7,14,0,1,4,0,0,0,1,2,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-04-25,7,14,0,1,4,0,0,0,1,2,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-04-26,9,14,0,1,4,0,0,0,1,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-04-27,9,15,0,1,4,0,0,0,1,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,
2020-04-28,13,16,0,1,4,0,0,0,1,2,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-04-29,14,16,0,1,4,0,0,0,1,2,3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-04-30,14,17,0,1,4,0,0,0,1,2,3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-05-01,15,18,0,1,4,0,0,0,1,2,3,0,0,0,0,5,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-05-02,16,19,0,1,4,0,0,2,1,2,3,0,0,0,0,5,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
2020-05-03,17,19,0,1,4,0,0,4,1,2,3,0,0,0,0,5,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,
2020-05-04,18,20,0,1,4,0,0,4,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-05,19,21,0,1,4,0,0,5,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-06,19,22,1,1,4,0,0,6,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-07,19,22,1,1,4,0,0,6,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-08,19,22,1,1,4,0,0,6,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-09,19,22,1,1,4,0,0,6,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-10,19,23,1,1,4,0,0,7,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-11,19,23,1,1,4,0,0,7,1,2,3,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-12,19,23,1,1,4,0,0,7,1,2,4,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-13,19,23,1,1,4,0,0,7,1,3,5,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-14,19,23,1,1,4,0,0,8,1,3,5,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-15,19,23,1,1,4,0,0,8,1,3,5,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
2020-05-16,19,23,1,1,4,0,0,8,1,3,5,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-17,19,23,1,1,4,0,0,8,1,3,5,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-18,19,25,1,1,4,0,0,8,1,3,5,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-19,20,25,1,1,4,0,0,8,1,3,5,0,0,0,0,7,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-20,21,28,1,1,4,0,0,8,1,3,5,0,0,0,0,8,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-21,22,28,1,1,4,0,0,8,1,3,5,0,0,0,0,8,0,0,0,2,0,1,0,0,1,2,0,2,1,0,0,0,5,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-22,23,29,1,1,4,0,0,8,1,3,5,0,0,0,0,8,0,0,0,2,0,1,0,0,1,2,0,2,1,0,0,0,5,0,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-23,23,29,1,1,4,0,0,8,1,3,5,0,0,0,0,9,0,0,0,2,0,1,0,0,1,2,0,2,1,0,0,0,5,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-24,23,29,1,1,4,0,0,8,1,3,5,0,0,0,0,9,0,0,0,2,0,1,0,0,1,2,0,2,1,0,0,0,5,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-25,23,29,1,1,4,0,0,8,1,3,5,0,0,0,0,9,0,0,0,2,0,1,0,0,1,2,0,2,1,0,0,0,5,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-26,23,30,1,1,4,0,0,8,1,3,5,0,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-27,23,30,1,1,4,0,0,8,1,3,6,0,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-28,24,31,1,1,4,0,0,9,1,3,6,0,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-29,25,34,1,1,4,0,0,9,1,3,7,1,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-30,25,34,1,1,4,0,0,9,1,3,7,2,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-05-31,25,34,1,1,4,0,0,9,1,3,7,2,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-06-01,25,34,1,1,4,0,0,9,1,3,7,2,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
2020-06-02,25,35,1,1,4,0,0,9,1,3,7,2,0,0,0,9,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,5,0,0,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,
2020-06-03,25,35,1,1,4,0,0,10,1,3,7,3,0,0,0,9,0,0,0,2,1,1,0,1,2,2,0,2,1,0,0,0,6,0,0,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,
2020-06-04,25,37,1,1,4,0,0,10,1,3,8,3,0,0,0,9,0,0,0,2,0,2,0,1,2,2,0,2,1,0,0,0,9,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
2020-06-05,25,37,1,1,4,0,0,11,1,3,8,3,0,0,0,9,0,0,0,2,0,2,0,1,2,2,0,2,1,0,0,0,9,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
2020-06-06,26,37,1,1,4,0,0,11,1,3,8,3,0,0,1,9,0,0,0,2,0,2,0,1,2,2,0,2,1,0,0,0,9,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
2020-06-07,26,37,1,1,4,0,0,11,1,3,8,3,0,0,1,9,0,0,0,2,0,2,0,1,2,2,0,2,1,0,0,0,9,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
2020-06-08,26,38,1,1,4,0,0,11,1,3,7,4,0,0,1,9,0,0,0,2,0,2,0,1,2,2,0,2,1,0,0,0,9,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
2020-06-09,28,40,1,2,4,0,0,11,1,3,7,5,0,0,1,9,0,0,0,2,0,2,0,1,2,2,0,2,1,0,0,0,9,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
2020-06-10,28,41,1,2,4,0,0,11,1,3,9,5,0,0,1,9,0,0,0,2,0,2,0,2,2,2,0,2,1,0,0,0,9,0,0,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
2020-06-11,28,41,1,2,4,0,0,11,1,3,10,5,0,0,1,9,0,0,0,3,0,2,0,2,4,2,0,2,1,0,0,0,9,0,0,11,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,
