,New York City,Westchester,Nassau,Rockland,Saratoga,Suffolk,Ulster,Monroe,Albany,Delaware,Dutchess,Herkimer,Orange,Schenectady,Broome,Tioga,Tompkins,Erie,Greene,Montgomery,Putnam,Allegany,Onondaga,Ontario,Clinton,Rensselaer,Sullivan,Wyoming,Chenango,Essex,Hamilton,Jefferson,Livingston,Warren,Washington,Schoharie,Wayne,Columbia,Fulton,Genesee,Niagara,Oneida,Steuben,Cortland,Madison,St. Lawrence,Cayuga,Oswego,Otsego,Chemung,Orleans,Chautauqua,Franklin,Cattaraugus,Schuyler,Lewis,Unknown,Seneca,Yates
2020-11-25,24230,1506,2244,525,19,2039,93,276,138,6,185,12,431,55,136,48,0,764,17,15,64,52,204,31,5,50,38,5,7,14,1,3,8,30,14,2,11,56,28,8,104,146,84,2,11,9,7,6,5,33,56,7,6,24,3,9,,2,6
2020-11-26,24241,1510,2248,525,19,2045,93,283,140,6,186,12,431,56,138,48,0,779,17,16,64,52,208,31,5,51,38,5,7,14,1,3,9,30,14,2,12,56,28,9,105,147,84,2,11,9,8,6,5,34,56,7,7,26,3,9,,2,6
2020-11-27,24255,1512,2248,526,20,2045,93,286,144,6,186,12,433,57,140,49,0,785,17,16,64,52,209,31,5,51,38,5,7,14,1,3,9,30,14,2,12,56,28,9,107,150,84,2,11,9,8,6,5,35,57,7,7,26,3,9,,2,6
2020-11-28,24260,1514,2251,526,20,2047,93,291,145,6,187,12,433,57,143,49,2,791,17,16,64,53,211,31,5,52,38,5,7,14,1,3,9,30,14,2,12,57,28,9,109,151,85,2,11,10,8,7,5,38,57,8,7,26,3,9,,2,6
2020-11-29,24268,1514,2256,527,20,2049,93,291,145,6,190,12,434,59,145,49,2,805,17,16,64,54,215,31,5,54,38,6,7,14,1,3,9,30,14,2,14,57,28,9,109,152,86,3,11,10,8,8,5,38,57,8,7,26,3,9,,2,6
2020-11-30,24274,1515,2257,528,21,2053,94,292,146,6,191,12,435,59,147,51,2,816,17,16,64,54,216,31,5,54,38,8,7,14,1,3,9,30,14,2,15,58,28,9,109,153,86,3,11,11,8,8,5,45,57,8,7,26,3,9,,2,7
2020-12-01,24287,1517,2260,528,21,2056,94,297,146,6,191,12,439,60,149,51,3,826,17,17,64,56,221,31,5,54,38,8,7,14,1,4,11,30,14,2,16,58,28,10,111,154,87,4,11,16,8,9,5,49,57,8,7,26,3,9,,2,7
2020-12-02,24297,1520,2262,529,21,2059,94,300,149,6,192,12,440,60,153,51,4,842,18,17,64,56,227,31,5,55,38,9,7,14,1,4,11,30,14,2,16,58,28,10,111,156,89,4,11,16,8,10,5,50,57,9,7,26,3,9,,2,7
2020-12-03,24305,1525,2264,530,21,2062,94,302,152,6,192,12,442,60,156,51,4,853,18,18,64,57,231,31,5,55,38,9,8,14,1,4,12,30,14,2,18,58,28,12,112,158,89,4,11,16,9,10,5,52,58,9,7,27,3,9,,2,7
2020-12-04,24323,1527,2266,530,21,2064,94,307,153,6,193,12,444,60,159,51,4,859,18,20,64,57,233,31,5,56,38,9,8,14,1,4,12,30,14,2,18,58,28,13,115,162,91,4,12,17,9,11,5,53,58,9,8,27,4,9,,2,7
2020-12-05,24346,1527,2269,531,21,2072,95,312,153,6,195,12,445,60,160,51,4,870,18,20,64,58,235,31,5,57,38,9,10,14,1,4,13,30,14,2,19,58,28,13,119,165,93,4,12,19,10,12,5,55,58,9,8,27,4,9,,2,7
2020-12-06,24365,1529,2269,531,21,2077,100,318,154,6,196,12,446,60,162,51,4,872,18,20,65,59,240,32,5,58,38,9,10,14,1,4,13,30,14,2,19,58,28,14,121,169,94,4,12,19,10,14,5,56,58,9,8,27,4,9,,2,7
2020-12-07,24387,1534,2273,534,22,2083,103,319,156,6,198,12,448,60,163,51,4,883,18,20,65,60,242,33,5,60,39,9,10,14,1,4,14,30,14,2,21,58,28,15,123,171,95,4,13,19,10,14,5,58,58,10,9,28,4,9,,2,7
2020-12-08,24416,1539,2278,534,22,2089,104,323,156,6,198,12,450,60,163,52,4,891,18,20,66,63,249,33,5,60,39,10,10,14,1,4,15,30,14,2,21,58,28,17,124,172,95,4,14,21,11,15,5,60,59,10,9,28,4,9,,2,7
2020-12-09,24411,1545,2285,538,22,2093,108,333,157,6,200,12,453,60,166,52,5,903,18,20,66,63,254,34,5,63,39,10,10,14,1,4,15,30,14,2,21,58,28,17,125,177,97,4,15,21,11,17,5,62,59,10,9,28,4,9,,4,7
2020-12-10,24421,1550,2292,540,23,2097,108,344,159,6,202,13,455,62,167,52,5,919,18,20,66,63,259,34,5,63,39,10,10,14,1,4,16,30,14,2,22,58,28,18,127,182,98,4,15,22,11,18,5,63,59,10,9,28,4,9,,4,7
2020-12-11,24450,1553,2293,542,24,2101,111,353,161,7,204,13,457,62,170,52,5,935,18,20,66,64,262,35,5,64,40,10,10,14,1,5,16,30,14,2,23,58,28,18,128,185,98,4,16,23,12,18,5,64,59,10,9,28,5,9,,7,7
2020-12-12,24467,1558,2294,543,24,2108,114,356,165,7,205,13,460,62,173,52,5,948,18,20,66,64,265,36,5,67,40,11,11,14,1,5,17,30,14,2,23,58,29,19,130,187,99,4,19,24,13,19,5,69,59,10,9,28,5,9,,9,7
2020-12-13,24501,1562,2297,547,24,2113,116,363,167,7,206,13,464,62,176,52,6,965,18,20,66,64,277,36,5,67,40,12,13,14,1,5,19,30,14,2,25,58,29,19,134,188,99,6,23,25,13,19,5,70,59,11,9,29,5,9,,12,7
2020-12-14,24526,1568,2300,549,24,2118,116,369,169,7,206,13,467,63,178,52,8,973,18,20,66,64,280,36,5,67,40,13,13,14,1,6,19,30,14,2,25,58,29,21,137,191,99,10,25,26,13,19,6,73,59,11,9,29,5,9,,13,7
2020-12-15,24561,1575,2304,554,25,2132,118,375,173,7,208,14,469,63,178,54,9,983,18,22,66,65,288,37,5,67,40,13,13,14,1,6,20,30,14,2,28,58,29,21,141,196,100,11,27,27,14,20,6,78,59,11,9,29,6,11,,14,7
2020-12-16,24578,1581,2306,555,26,2139,118,382,174,7,209,14,470,65,180,54,9,995,18,22,66,65,300,38,5,68,40,13,13,14,1,6,20,30,14,2,28,59,29,23,144,200,102,12,31,28,14,20,7,79,59,12,9,29,7,11,,14,8
2020-12-17,24613,1584,2309,555,26,2149,120,390,176,7,210,14,471,66,183,54,9,1014,18,23,66,65,304,41,5,70,40,13,14,14,1,6,20,30,14,2,28,59,29,26,150,202,105,13,33,29,14,21,7,81,59,13,9,29,8,11,,16,9
2020-12-18,24652,1594,2314,557,27,2153,125,403,177,7,210,15,474,67,184,54,9,1029,18,24,66,66,309,42,5,70,40,14,14,15,1,6,20,30,14,2,28,59,29,26,152,205,106,14,36,31,14,22,8,82,59,13,9,30,8,11,,17,9
2020-12-19,24677,1600,2318,558,28,2163,129,415,179,7,214,17,478,70,186,54,10,1044,18,25,66,67,314,44,5,70,40,14,15,16,1,6,20,30,14,3,29,59,29,28,153,206,111,15,38,31,14,22,8,82,59,13,9,31,8,11,,17,9
2020-12-20,24697,1606,2325,563,28,2172,131,421,180,7,215,18,481,71,186,54,10,1057,18,29,66,68,325,46,5,70,40,15,15,16,1,6,21,30,14,3,29,59,29,30,156,211,113,19,40,32,14,23,8,83,59,13,9,33,8,11,,19,9
2020-12-21,24735,1611,2331,564,29,2185,132,428,183,7,215,19,484,71,189,54,10,1069,18,30,66,68,330,49,5,72,40,15,15,16,1,6,22,30,14,3,30,59,29,31,157,216,113,21,43,34,14,25,8,84,60,14,9,34,8,12,,20,10
2020-12-22,24768,1617,2337,566,29,2197,134,458,184,7,217,19,486,72,193,54,10,1083,18,32,66,70,338,49,7,73,40,15,15,16,1,6,22,30,14,3,30,60,29,33,160,218,115,23,45,35,14,25,8,88,62,15,9,34,8,12,,21,10
2020-12-23,24790,1624,2346,571,29,2211,135,470,190,7,218,21,490,74,193,54,11,1102,18,35,66,70,351,50,7,75,40,16,16,16,1,7,23,30,14,3,31,60,30,33,164,222,117,24,50,36,14,26,9,88,62,16,9,34,9,12,,24,10
2020-12-24,24842,1628,2354,572,30,2226,135,482,192,7,220,21,493,74,195,54,12,1114,18,36,66,71,362,51,7,75,40,16,16,16,1,7,23,30,14,3,31,60,30,35,166,223,117,25,54,37,14,28,10,89,62,16,9,37,9,12,,27,10
2020-12-25,24889,1635,2356,573,32,2236,136,495,194,7,222,22,497,75,195,54,13,1128,18,36,66,71,368,52,7,75,40,17,16,16,1,7,23,30,14,4,31,60,30,38,166,226,117,27,56,38,14,29,10,90,62,17,9,39,10,12,,28,10
2020-12-26,24931,1639,2359,575,34,2243,136,511,195,8,224,22,500,76,198,54,13,1137,18,40,66,71,377,53,7,77,40,17,16,16,1,7,23,31,14,4,33,60,31,39,168,230,117,29,58,38,14,30,11,91,62,17,9,40,10,12,,28,10
2020-12-27,24973,1643,2363,577,35,2251,138,521,195,9,224,22,503,78,199,54,13,1147,18,40,66,71,395,54,7,77,40,17,17,16,1,7,23,31,14,4,34,60,31,40,169,235,118,30,59,40,14,33,12,93,62,17,9,41,10,12,,28,10
2020-12-28,25008,1652,2366,577,36,2262,139,531,196,10,228,23,503,78,200,54,13,1155,18,41,66,72,401,56,7,77,40,18,18,16,1,7,24,31,15,5,34,60,31,41,171,238,119,31,60,40,15,34,13,93,62,19,9,42,10,12,,30,10
2020-12-29,25055,1656,2374,577,38,2274,140,537,200,10,232,23,505,80,202,54,13,1163,19,42,67,72,410,58,7,78,40,19,18,16,1,7,24,32,15,5,34,60,32,43,172,239,120,32,64,41,16,34,15,94,62,19,9,42,10,12,,33,10
2020-12-30,25099,1661,2381,581,38,2286,140,548,201,10,233,24,508,82,202,54,14,1183,19,43,67,72,420,58,8,81,40,21,20,16,1,9,24,32,15,5,35,60,35,48,174,240,120,32,65,41,20,36,15,96,62,20,9,42,10,12,,34,10
2020-12-31,25144,1664,2390,585,40,2299,141,563,202,10,234,24,510,83,204,54,14,1194,21,43,67,72,426,62,8,81,40,22,21,16,1,9,24,32,15,5,36,60,36,51,176,248,120,32,66,42,20,36,16,96,62,21,9,42,10,13,,35,10
2021-01-01,25186,1675,2401,587,43,2311,143,578,205,11,237,24,513,86,206,54,14,1209,23,45,67,73,432,62,8,82,40,23,21,16,1,10,25,32,16,5,39,60,36,53,180,253,120,35,66,44,23,39,16,96,63,21,9,44,10,15,,36,11
2021-01-02,25211,1677,2409,589,44,2328,145,587,208,11,240,28,515,87,208,54,15,1219,25,47,67,73,434,65,8,83,40,24,21,16,1,10,25,32,16,5,39,60,36,54,185,255,120,36,66,45,25,41,16,97,64,23,9,44,10,15,,36,11
2021-01-03,25244,1681,2420,591,48,2341,146,593,212,12,243,30,518,88,210,54,15,1229,27,51,67,73,439,66,8,85,41,25,23,16,1,11,25,32,16,5,41,61,37,56,188,260,124,38,68,45,27,42,16,97,64,25,9,45,10,15,,36,11
2021-01-04,25284,1683,2428,595,48,2361,149,603,215,12,250,30,521,91,213,54,15,1240,29,53,67,74,448,67,8,86,42,26,24,16,1,12,26,32,16,5,42,61,38,57,190,268,125,39,69,46,30,44,16,99,64,25,9,45,10,17,,36,13
2021-01-05,25309,1692,2431,597,48,2376,151,615,216,12,252,30,526,95,215,54,16,1249,30,57,67,75,454,69,8,87,46,27,24,16,1,12,28,32,16,5,43,61,39,63,192,276,125,39,71,47,31,47,16,99,64,27,9,47,10,17,,41,13
2021-01-06,25362,1697,2445,600,48,2388,151,630,221,13,255,30,528,96,217,54,16,1257,31,58,67,75,465,70,9,88,46,27,26,16,1,12,28,32,17,5,43,62,39,66,197,282,125,41,71,48,34,49,17,99,64,28,9,50,10,17,,41,13
2021-01-07,25416,1711,2452,600,49,2410,154,642,224,14,260,32,535,100,220,54,18,1263,32,59,67,75,475,73,9,89,46,29,26,16,1,13,30,32,18,5,46,62,39,67,203,287,126,43,71,48,36,51,17,99,65,31,9,51,10,18,,42,13
2021-01-08,25453,1713,2462,600,51,2423,158,656,226,14,263,32,540,101,223,54,18,1282,35,59,68,75,487,73,11,89,47,29,28,16,1,14,30,32,18,5,46,62,40,73,208,288,126,43,72,48,37,53,20,101,65,31,9,54,10,18,,43,13
2021-01-09,25505,1721,2470,606,52,2438,165,670,229,14,270,35,540,105,226,54,18,1285,36,62,68,75,495,73,12,92,48,31,28,16,1,16,31,32,18,5,46,63,41,80,211,293,127,46,72,49,44,54,20,102,65,33,9,57,10,19,,44,14
2021-01-10,25562,1730,2482,607,53,2453,167,679,231,14,273,35,546,108,227,54,18,1293,37,63,68,75,496,75,12,93,48,32,31,16,1,16,31,33,19,5,46,65,42,80,214,300,127,46,73,49,50,55,20,103,65,36,9,57,10,20,,44,14
2021-01-11,25635,1736,2489,608,59,2466,170,698,234,14,275,35,551,109,229,54,18,1301,38,65,68,75,501,75,12,95,48,33,33,16,1,16,32,33,19,5,46,65,43,85,221,310,127,48,73,49,52,56,20,104,65,38,9,58,10,21,,44,14
2021-01-12,25698,1744,2496,609,62,2487,175,712,237,14,277,36,553,109,233,54,18,1312,44,66,68,75,505,76,11,95,48,35,33,16,1,16,33,33,19,5,47,66,43,86,224,314,128,50,73,51,56,57,20,106,65,40,9,58,10,21,,44,15
2021-01-13,25741,1750,2504,611,65,2502,175,724,241,14,280,40,556,112,240,54,20,1320,46,67,70,75,508,76,12,98,48,36,35,16,1,17,33,35,20,5,48,66,45,87,227,320,128,51,73,52,60,61,20,107,65,46,9,58,10,21,,44,15
2021-01-14,25834,1763,2508,613,69,2524,179,730,245,16,286,45,558,114,245,54,22,1333,47,70,70,75,511,76,13,100,48,40,37,16,1,19,34,35,20,5,50,66,47,90,229,326,130,52,74,55,63,62,21,107,65,46,9,59,10,21,,44,16
2021-01-15,25909,1774,2518,615,76,2545,183,737,248,16,290,46,562,116,248,54,22,1339,51,71,70,75,517,77,13,101,48,41,38,16,1,20,36,36,21,5,50,66,47,91,233,331,130,52,75,55,68,62,21,107,67,51,9,60,10,22,,45,16
2021-01-16,25970,1780,2529,618,78,2560,186,742,251,16,298,48,564,118,249,54,22,1350,55,72,72,75,520,79,16,101,48,41,39,16,1,21,37,37,21,5,50,67,47,96,235,335,130,53,75,56,69,62,21,107,68,54,9,60,10,22,,45,16
2021-01-17,26036,1789,2540,621,79,2577,189,753,252,19,304,51,568,122,254,54,22,1360,57,72,74,75,524,81,17,102,48,41,39,16,1,21,38,37,23,5,50,69,48,98,239,341,131,53,75,56,69,63,23,107,68,56,9,60,10,23,,45,16
2021-01-18,26104,1797,2551,622,80,2589,191,760,255,20,311,56,571,124,255,54,23,1371,57,74,74,75,528,82,18,104,49,42,40,18,1,22,40,38,24,5,51,69,52,98,241,342,131,54,76,59,69,65,23,108,68,56,9,61,10,24,,46,16
2021-01-19,26161,1806,2563,624,82,2603,192,769,257,20,319,57,572,127,259,54,23,1381,59,75,74,75,533,82,18,104,49,43,42,19,1,23,40,40,24,5,52,71,53,99,244,349,131,54,76,60,70,69,23,108,69,63,9,61,10,24,,46,17
2021-01-20,26249,1819,2581,626,83,2624,196,780,260,23,322,59,574,128,260,54,24,1390,60,75,75,75,535,82,18,106,49,44,44,19,1,24,42,42,24,5,54,72,53,100,248,352,131,54,76,63,71,69,23,108,69,64,9,61,10,24,,46,19
2021-01-21,26331,1824,2589,629,84,2642,199,791,263,25,324,64,574,134,263,54,25,1401,61,77,75,75,537,83,18,108,49,44,44,19,1,25,42,42,25,5,56,73,54,101,251,358,131,54,76,63,74,71,23,109,71,66,9,61,10,24,,47,20
2021-01-22,26398,1832,2597,631,86,2661,199,804,266,27,330,67,575,135,269,54,25,1407,63,77,75,75,541,83,18,109,49,44,44,21,1,27,42,42,27,6,56,73,55,101,251,369,131,54,76,63,74,74,24,109,71,70,9,62,10,24,,47,20
2021-01-23,26466,1836,2604,633,89,2677,200,816,270,27,336,70,577,137,270,54,25,1409,63,78,76,75,547,83,18,110,51,44,45,21,1,29,42,42,27,6,56,74,56,102,253,369,132,55,76,64,75,75,24,111,71,72,9,62,10,25,,47,22
2021-01-24,26558,1846,2615,637,95,2690,202,822,272,28,337,73,579,139,275,54,25,1412,64,79,76,75,550,83,18,113,52,44,46,21,1,30,42,43,27,6,57,76,58,103,258,373,132,55,77,64,76,75,24,111,73,73,9,62,10,25,,47,22
2021-01-25,26648,1851,2625,640,101,2708,204,826,275,29,341,75,582,144,280,54,25,1417,64,80,76,75,552,83,19,113,53,44,48,21,1,34,42,44,27,7,57,77,61,103,265,375,132,55,77,64,76,78,26,111,73,76,9,63,10,25,,47,22
2021-01-26,26720,1858,2635,643,108,2723,205,836,280,29,343,77,583,145,282,54,28,1422,66,80,77,75,555,83,20,114,53,45,50,21,1,37,43,44,28,8,58,77,61,104,267,378,133,55,77,64,77,80,27,112,74,80,9,64,10,25,,48,22
2021-01-27,26763,1864,2648,644,110,2739,205,848,282,29,345,80,586,148,283,54,28,1433,67,82,79,76,560,83,20,116,53,45,51,21,1,38,43,47,30,8,58,79,61,106,269,383,133,55,78,65,78,81,27,114,74,85,9,65,10,25,,48,22
2021-01-28,26856,1875,2655,645,113,2756,207,857,282,29,347,84,586,148,289,54,28,1444,67,82,79,77,566,85,20,116,55,45,51,21,1,42,44,47,30,8,58,79,62,107,270,390,133,56,78,66,80,82,29,115,75,88,9,65,10,25,,49,22
2021-01-29,26953,1884,2663,647,116,2770,208,863,282,29,352,87,586,150,290,54,29,1451,67,82,80,78,567,86,20,116,55,45,53,21,1,42,45,47,32,8,58,81,63,107,271,395,134,56,78,67,80,82,29,115,76,91,9,67,10,25,,49,23
2021-01-30,27042,1894,2666,648,118,2781,209,869,288,29,354,89,586,150,291,54,31,1457,67,82,80,78,570,86,20,116,55,45,54,21,1,44,46,47,36,8,58,83,64,107,275,399,135,57,78,67,81,83,29,115,77,92,9,67,10,25,,49,24
2021-01-31,27138,1906,2677,651,120,2794,210,873,291,29,357,90,587,150,292,55,31,1461,67,83,81,78,572,87,20,116,55,45,55,22,1,45,46,47,37,8,58,83,64,107,276,405,136,57,79,67,82,83,29,116,78,97,9,67,10,25,,49,24
2021-02-01,27226,1917,2687,652,120,2804,211,878,295,29,359,92,591,151,292,55,31,1467,67,84,81,79,574,87,20,118,55,46,56,22,1,46,48,48,37,8,58,85,64,107,277,413,136,57,79,67,83,84,32,117,78,98,9,68,10,25,,49,24
2021-02-02,27298,1927,2693,653,121,2815,212,889,298,29,365,92,593,152,295,55,34,1473,67,88,81,79,576,88,21,118,56,46,57,22,1,48,48,48,39,8,58,86,65,107,279,418,136,59,80,68,83,85,32,118,78,101,9,68,10,25,,49,25
2021-02-03,27354,1938,2702,653,124,2828,212,897,301,30,368,94,594,155,297,55,34,1480,67,88,82,79,580,88,22,119,57,46,57,22,1,50,49,48,40,9,59,87,69,109,281,426,136,59,81,69,83,85,33,119,78,104,10,69,10,26,,49,25
2021-02-04,27428,1948,2711,656,125,2838,213,901,301,31,372,94,598,158,301,55,37,1484,67,89,82,79,584,88,22,119,57,47,57,22,1,50,49,48,41,9,59,88,69,109,281,429,136,60,81,70,83,85,33,119,78,108,11,70,10,26,,50,25
2021-02-05,27506,1952,2725,656,127,2853,214,910,307,31,375,95,601,160,304,55,38,1487,67,90,82,79,587,88,22,120,57,47,58,23,1,51,49,48,42,9,59,89,71,111,284,431,136,60,81,71,83,85,35,120,78,110,11,70,10,26,,50,25
2021-02-06,27609,1966,2739,656,127,2863,215,921,308,31,377,96,601,162,309,55,39,1495,67,92,82,79,588,88,22,120,57,48,59,24,1,52,49,48,43,9,59,89,71,112,285,439,136,60,81,72,83,86,36,120,79,111,11,71,10,27,,50,25
2021-02-07,27705,1971,2745,659,129,2879,217,925,310,31,381,96,601,164,314,56,39,1503,67,93,82,80,592,88,22,121,58,48,59,24,1,52,50,51,44,9,59,90,71,114,286,441,136,60,81,73,83,86,36,121,79,111,11,71,10,27,,50,25
2021-02-08,27768,1976,2757,663,129,2885,218,931,313,31,382,99,602,165,315,56,39,1506,67,94,82,80,594,88,22,121,58,48,61,24,1,52,50,53,44,9,59,90,72,114,286,443,136,60,81,73,83,86,36,122,79,113,11,71,11,28,,50,25
2021-02-09,27856,1984,2768,663,132,2901,218,934,314,31,382,99,605,167,315,56,39,1516,67,94,83,80,600,88,22,121,58,48,61,24,1,55,52,53,44,9,59,90,73,115,288,446,136,60,81,73,84,86,37,123,79,116,11,72,11,28,,50,25
2021-02-10,27949,1996,2781,664,137,2912,220,939,316,31,385,100,606,168,316,56,39,1520,67,95,84,80,602,88,22,121,58,48,61,24,1,55,52,53,45,9,59,90,73,116,291,447,137,60,81,73,85,86,38,123,79,116,11,72,11,28,,50,25
2021-02-11,28021,2002,2790,666,138,2923,220,946,316,31,388,101,607,170,317,56,39,1526,67,96,84,80,603,88,22,121,58,48,61,24,1,55,52,53,48,9,59,90,74,117,293,452,137,60,81,74,86,86,39,123,79,118,11,72,11,28,,50,25
2021-02-12,28094,2010,2798,668,140,2936,220,950,317,31,391,101,608,170,321,56,40,1535,67,96,84,80,605,88,22,121,58,48,62,25,1,58,53,53,48,10,60,90,74,117,294,456,137,60,81,74,86,87,39,123,79,118,11,73,11,28,,50,25
2021-02-13,28193,2015,2806,671,141,2944,220,952,317,31,391,102,609,171,321,56,40,1539,67,96,84,80,607,88,22,123,58,48,63,26,2,59,53,53,48,11,61,91,75,117,294,458,137,60,82,75,87,87,39,125,80,119,11,73,11,28,,52,26
2021-02-14,28270,2021,2812,673,141,2953,221,954,319,31,395,103,611,172,322,56,41,1546,67,97,84,80,607,88,22,123,58,48,63,26,2,60,53,53,49,11,62,91,76,118,296,459,137,60,82,75,87,88,40,126,80,119,11,74,11,29,,52,26
2021-02-15,28341,2027,2824,674,141,2968,221,954,320,31,397,103,615,173,322,56,41,1550,67,97,84,80,607,88,22,123,58,48,64,26,2,60,53,53,49,11,62,91,76,118,296,460,137,60,82,75,87,88,41,127,80,119,11,74,11,29,,52,26
2021-02-16,28428,2031,2830,674,141,2977,223,957,321,32,397,103,618,173,323,56,41,1554,67,97,84,80,608,88,23,123,58,48,66,26,2,60,53,53,49,11,62,92,76,118,297,462,137,60,82,75,87,88,42,128,80,119,11,74,11,29,,52,26
2021-02-17,28493,2035,2841,674,141,2988,224,960,324,32,398,104,620,173,324,56,41,1558,67,100,84,80,611,88,23,124,58,48,67,26,2,61,53,53,49,11,62,92,79,118,300,462,137,60,82,75,87,88,42,129,80,119,11,75,11,29,,52,26
2021-02-18,28590,2041,2846,675,141,3000,224,964,324,32,400,104,622,174,325,56,42,1562,68,100,85,81,612,88,23,126,58,48,67,26,2,61,53,53,50,11,62,92,80,118,300,466,137,60,82,75,87,89,42,129,80,119,12,75,11,29,,52,26
2021-02-19,28686,2045,2854,677,141,3013,226,968,324,32,401,104,627,174,328,56,42,1568,68,102,86,81,613,88,25,127,58,48,68,26,2,63,54,53,50,11,63,93,80,118,301,468,137,60,84,75,87,89,42,129,80,119,12,75,11,29,,52,26
2021-02-20,28748,2051,2863,679,141,3022,226,969,324,32,401,104,629,176,328,56,42,1573,68,102,86,81,616,88,25,129,58,48,68,26,2,63,54,53,50,11,63,93,80,118,303,471,137,60,84,76,87,89,42,129,80,121,12,76,12,29,,53,26
2021-02-21,28824,2054,2867,681,143,3031,226,972,325,33,402,104,631,177,329,56,42,1574,68,102,86,81,617,88,25,130,59,48,68,26,2,63,54,53,50,11,63,93,80,118,304,472,137,60,84,76,87,89,42,129,80,121,12,76,12,30,,53,26
2021-02-22,28888,2064,2875,683,143,3035,226,976,326,33,403,105,632,177,332,56,42,1579,68,102,86,81,617,88,25,130,59,48,68,26,2,63,54,53,50,12,63,94,80,118,305,472,137,60,84,77,87,89,42,129,80,121,12,76,12,30,,53,26
2021-02-23,28954,2070,2879,684,145,3043,226,976,326,33,404,105,633,177,332,56,42,1582,68,103,86,81,620,88,26,130,59,48,68,26,2,63,55,55,51,12,64,94,80,118,305,473,137,60,84,80,87,89,43,129,80,122,12,76,12,30,,53,26
2021-02-24,29025,2078,2890,685,145,3049,226,977,328,33,404,106,634,177,333,56,42,1585,69,105,86,81,620,88,26,130,59,48,69,26,2,63,55,55,52,12,64,94,80,118,309,475,137,60,84,80,87,89,43,130,80,122,12,76,12,30,,53,26
2021-02-25,29088,2081,2896,688,145,3054,227,980,328,33,406,106,635,177,335,56,42,1594,70,105,86,81,622,88,26,131,59,49,69,26,2,63,55,55,52,12,64,94,81,118,313,475,137,60,84,81,88,89,43,130,80,122,12,76,12,30,,53,26
2021-02-26,29173,2087,2903,687,145,3061,227,982,331,33,407,106,637,177,336,56,42,1596,70,106,86,81,626,88,26,131,59,49,69,26,2,63,56,55,52,12,64,94,82,118,311,475,137,60,85,83,88,89,43,130,81,122,12,76,12,30,,53,26
2021-02-27,29253,2091,2907,688,145,3067,228,986,331,33,408,107,638,177,336,56,42,1598,71,106,86,81,628,88,26,131,59,49,69,26,2,63,56,55,52,12,64,95,83,118,311,475,137,60,85,84,88,89,43,130,81,122,12,76,12,30,,53,26
2021-02-28,29332,2097,2914,689,145,3076,228,989,332,33,408,107,638,178,336,56,42,1601,71,107,86,81,630,88,26,131,59,49,69,26,2,63,56,55,52,12,64,95,84,118,312,476,137,60,85,85,88,89,43,130,81,123,12,76,12,30,,53,26
2021-03-01,29408,2101,2918,689,145,3086,228,991,332,33,408,107,640,178,336,56,42,1603,71,107,86,81,630,88,26,132,59,49,69,26,2,63,56,55,52,12,64,96,84,118,312,478,137,60,85,85,88,89,43,130,81,123,12,76,12,30,,53,26
2021-03-02,29473,2105,2926,689,145,3095,228,992,333,33,408,107,641,178,336,56,42,1607,71,107,86,81,634,88,26,132,59,49,69,26,2,63,56,55,52,12,64,96,84,118,312,478,137,60,85,86,88,89,43,130,81,123,12,76,12,30,,53,26
2021-03-03,29564,2109,2930,689,145,3102,228,992,333,33,408,107,643,178,336,56,42,1609,71,107,86,81,634,89,26,132,60,49,69,26,2,63,56,55,52,13,65,96,84,118,312,480,137,60,85,88,89,89,43,130,81,123,12,76,12,30,,53,26
2021-03-04,29640,2116,2935,689,145,3105,229,993,333,33,410,107,645,178,336,56,42,1610,71,107,86,81,634,89,26,132,60,49,70,26,2,63,56,55,52,13,65,96,84,118,312,480,138,60,85,89,89,89,43,130,81,123,12,76,12,30,,53,26
2021-03-05,29700,2118,2943,693,146,3114,230,994,334,33,413,107,646,178,338,56,42,1613,71,107,86,81,635,90,26,132,60,49,70,26,2,63,56,55,54,13,65,96,84,118,314,481,138,60,85,90,89,89,43,130,81,125,12,77,12,30,,53,26
2021-03-06,29760,2122,2951,694,148,3120,231,997,334,33,413,107,646,178,339,56,43,1616,71,107,86,81,636,90,27,132,60,49,70,26,2,63,56,55,54,13,65,96,85,118,315,481,138,60,85,90,89,89,43,130,82,125,12,77,12,30,,53,26
2021-03-07,29823,2125,2956,694,149,3125,232,998,335,33,413,107,648,178,339,56,43,1618,71,107,86,81,636,90,27,132,60,49,70,26,2,63,56,55,54,13,65,96,85,119,316,481,139,60,85,91,89,89,43,130,82,126,12,77,12,30,,54,26
2021-03-08,29866,2128,2962,694,149,3126,233,999,335,33,414,107,648,178,339,56,43,1621,71,107,86,82,637,90,27,132,60,49,70,26,2,63,56,55,54,13,65,96,85,120,316,481,139,60,85,91,90,89,43,131,82,126,12,77,12,30,,54,26
2021-03-09,29911,2132,2967,695,149,3134,233,999,335,33,415,107,652,181,340,56,43,1622,71,107,87,82,639,90,27,132,60,49,70,26,2,63,56,55,54,13,65,96,85,120,317,481,139,60,85,91,90,89,44,131,82,127,12,77,12,30,,54,26
2021-03-10,29983,2134,2971,695,149,3136,233,1000,335,33,415,107,653,182,340,56,43,1626,71,107,87,82,640,90,28,132,60,49,70,26,2,63,56,55,54,13,65,96,85,120,319,481,139,60,85,91,90,89,44,131,82,128,12,77,12,30,,54,26
