,Androscoggin,Cumberland,Lincoln,Unknown,Kennebec,Oxford,York,Penobscot,Sagadahoc,Knox,Waldo,Franklin,Somerset,Hancock,Aroostook,Washington,Piscataquis
2020-05-08,2,30,0,0,8,0,8,0,0,0,13,1,0,1,0,0,0
2020-05-09,2,30,0,0,8,0,8,0,0,0,14,1,0,1,0,0,0
2020-05-10,2,30,0,0,8,0,8,0,0,0,14,1,0,1,0,0,0
2020-05-11,2,31,0,0,8,0,8,0,0,0,14,1,0,1,0,0,0
2020-05-12,2,31,0,0,8,0,8,0,0,0,14,1,0,1,0,0,0
2020-05-13,2,32,0,0,8,0,8,0,0,0,14,1,0,1,0,0,0
2020-05-14,2,34,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-15,2,34,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-16,2,35,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-17,2,35,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-18,2,36,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-19,2,38,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-20,2,38,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-21,2,38,0,0,8,0,8,1,0,0,14,1,0,1,0,0,0
2020-05-22,2,38,0,0,9,0,8,1,0,0,14,1,0,1,1,0,0
2020-05-23,2,40,0,,9,0,8,1,0,0,14,1,0,1,1,0,0
2020-05-24,2,40,0,0,9,0,9,1,0,0,14,1,0,1,1,0,0
2020-05-25,2,40,0,,9,0,9,1,0,0,14,1,0,1,1,0,0
2020-05-26,2,41,0,,9,0,9,1,0,0,14,1,0,1,1,0,0
2020-05-27,2,43,0,0,9,0,9,1,0,0,14,1,0,1,1,0,0
2020-05-28,2,46,0,0,9,0,9,1,0,0,14,1,0,1,1,0,0
2020-05-29,2,47,0,0,9,0,9,1,0,0,14,1,0,1,1,0,0
2020-05-30,2,50,0,0,9,0,10,1,0,0,14,1,0,1,1,0,0
2020-05-31,2,50,0,0,9,0,10,1,0,0,14,1,0,1,1,0,0
2020-06-01,2,50,0,0,9,0,10,1,0,0,14,1,0,1,1,0,0
2020-06-02,2,54,0,0,9,0,10,2,0,0,14,1,0,1,1,0,0
2020-06-03,2,54,0,0,9,0,10,2,0,1,14,1,0,1,1,0,0
2020-06-04,2,54,0,0,9,0,10,2,0,1,14,1,0,1,1,0,0
2020-06-05,3,55,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-06,3,55,0,,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-07,3,56,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-08,3,56,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-09,3,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-10,3,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-11,3,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-12,3,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-13,3,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-14,3,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-15,4,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-16,4,57,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-17,4,58,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-18,4,58,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-19,4,58,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-20,4,58,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-21,4,58,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-22,4,58,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-23,4,58,0,,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-24,4,59,0,,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-25,4,59,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-26,4,59,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-27,4,60,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-28,4,60,0,0,9,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-29,4,60,0,,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-06-30,4,60,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-01,4,60,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-02,4,60,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-03,4,60,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-04,4,62,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-05,4,64,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-06,4,64,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-07,4,65,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-08,4,65,0,0,10,0,11,2,0,1,14,1,0,1,1,0,0
2020-07-09,4,65,0,0,10,0,11,3,0,1,14,1,0,1,1,0,0
2020-07-10,4,65,0,0,10,0,11,3,0,1,14,1,0,1,1,0,0
2020-07-11,4,66,0,0,10,0,11,3,0,1,14,1,0,1,1,0,0
2020-07-12,4,67,0,0,10,0,11,4,0,1,14,1,0,1,1,0,0
2020-07-13,4,67,0,0,10,0,11,4,0,1,14,1,0,1,1,0,0
2020-07-14,4,67,0,0,10,0,11,4,0,1,14,1,0,1,1,0,0
2020-07-15,4,67,0,0,10,0,11,4,0,1,14,1,0,1,1,0,0
2020-07-16,4,67,0,0,10,0,11,4,0,1,14,1,0,1,1,0,0
2020-07-17,4,67,0,0,10,0,11,5,0,1,14,1,0,1,1,0,0
2020-07-18,5,67,0,0,10,0,12,5,0,1,14,1,0,1,1,0,0
2020-07-19,5,67,0,0,10,0,12,5,0,1,14,1,0,1,1,0,0
2020-07-20,5,67,0,0,10,0,12,5,0,1,14,1,0,1,1,0,0
2020-07-21,5,68,0,0,10,0,12,5,0,1,14,1,0,1,1,0,0
2020-07-22,5,68,0,0,10,0,12,5,0,1,14,1,0,1,1,0,0
2020-07-23,5,68,0,0,10,0,12,5,0,1,14,1,0,1,1,0,0
2020-07-24,5,68,0,0,10,0,12,5,0,1,14,1,0,1,1,0,0
2020-07-25,5,68,0,0,10,0,12,5,0,1,14,1,1,1,1,0,0
2020-07-26,5,68,0,0,10,0,12,5,0,1,14,1,1,1,1,0,0
2020-07-27,5,68,0,0,10,0,12,5,0,1,14,1,1,1,1,0,0
2020-07-28,6,68,1,0,10,0,12,5,0,1,14,1,1,1,1,0,0
2020-07-29,6,68,1,0,10,0,12,5,0,1,14,1,1,1,1,0,0
2020-07-30,6,68,1,0,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-07-31,7,68,1,0,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-01,7,68,1,0,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-02,7,68,1,0,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-03,7,69,1,0,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-04,7,68,1,,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-05,7,69,1,,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-06,7,69,1,,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-07,7,69,1,,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-08,8,69,1,,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-09,8,69,1,,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-10,8,69,1,,11,0,12,5,0,1,14,1,1,1,1,0,0
2020-08-11,8,69,1,,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-12,8,69,1,0,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-13,8,69,1,0,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-14,8,69,1,,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-15,9,69,1,0,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-16,9,69,1,0,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-17,9,69,1,0,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-18,9,69,1,0,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-19,9,69,1,,11,0,13,5,0,1,14,1,1,1,1,0,0
2020-08-20,9,69,1,,11,0,14,5,0,1,14,1,1,1,1,0,0
2020-08-21,10,69,1,,11,0,14,5,0,1,14,1,1,1,1,0,0
2020-08-22,10,70,1,,11,0,14,5,0,1,14,1,1,1,1,0,0
2020-08-23,10,70,1,,11,0,14,6,0,1,14,1,1,1,1,0,0
2020-08-24,10,70,1,,11,0,14,6,0,1,14,1,1,1,1,0,0
2020-08-25,10,70,1,,11,0,14,6,0,1,14,1,1,1,1,0,0
2020-08-26,10,70,1,0,11,0,15,6,0,1,14,1,1,1,1,0,0
2020-08-27,10,70,1,0,11,0,15,6,0,1,14,1,1,1,1,0,0
2020-08-28,10,70,1,0,11,0,15,6,0,1,14,1,1,1,1,0,0
2020-08-29,10,70,1,,11,0,15,6,0,1,14,1,1,1,1,0,0
2020-08-30,10,70,1,0,11,0,15,6,0,1,14,1,1,1,1,0,0
2020-08-31,10,70,1,,11,0,15,6,0,1,14,1,1,1,1,0,0
2020-09-01,10,70,1,,11,0,15,6,0,1,14,1,1,1,1,0,0
2020-09-02,10,70,1,,11,0,15,6,0,1,14,1,2,1,1,0,0
2020-09-03,10,70,1,,11,0,15,6,0,1,14,1,2,1,1,0,0
2020-09-04,10,70,1,,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-05,10,70,1,0,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-06,10,70,1,,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-07,10,70,1,,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-08,10,70,1,,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-09,10,70,1,0,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-10,10,70,1,0,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-11,10,70,1,0,11,0,15,6,0,1,14,1,3,1,1,0,0
2020-09-12,10,70,1,0,11,0,15,6,0,1,14,1,4,1,1,0,0
2020-09-13,10,70,1,0,11,0,15,6,0,1,14,1,5,1,1,0,0
2020-09-14,10,70,1,,11,0,15,6,0,1,14,1,5,1,1,0,0
2020-09-15,10,70,1,,11,0,15,6,0,1,14,1,6,1,1,0,0
2020-09-16,10,70,1,,11,0,15,6,0,1,14,1,7,1,1,0,0
2020-09-17,10,70,1,,11,0,15,6,0,1,14,1,7,1,1,0,0
2020-09-18,10,70,1,0,11,0,15,6,0,1,14,1,7,1,1,0,0
2020-09-19,10,70,1,0,11,0,15,6,0,1,14,1,8,1,1,0,0
2020-09-20,10,70,1,0,11,0,15,6,0,1,14,1,8,1,1,0,0
2020-09-21,10,70,1,,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-22,10,70,1,,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-23,10,70,1,0,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-24,10,70,1,0,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-25,10,70,1,0,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-26,10,70,1,0,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-27,10,70,1,0,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-28,10,70,1,,11,1,15,6,0,1,14,1,8,1,1,0,0
2020-09-29,10,70,1,,11,1,16,6,0,1,14,1,8,1,1,0,0
2020-09-30,10,70,1,0,11,1,16,6,0,1,14,1,8,1,1,0,0
2020-10-01,10,70,1,1,11,1,16,6,0,1,14,1,8,1,1,0,0
2020-10-02,10,70,1,1,11,1,16,6,0,1,14,1,8,1,1,0,0
2020-10-03,10,70,1,0,11,1,17,6,0,1,14,1,8,1,1,0,0
2020-10-04,10,70,1,,11,1,17,6,0,1,14,1,8,1,1,0,0
2020-10-05,10,70,1,0,11,1,17,6,0,1,14,1,8,1,1,0,0
2020-10-06,10,70,1,,11,1,17,6,0,1,14,1,8,1,1,0,0
2020-10-07,10,70,1,0,11,1,17,6,0,1,14,1,8,1,1,0,0
2020-10-08,10,70,1,0,11,1,17,6,0,1,14,1,8,1,1,0,0
2020-10-09,10,70,1,0,11,2,17,6,0,1,14,1,8,1,1,0,0
2020-10-10,10,70,1,0,11,2,17,6,0,1,14,1,8,1,1,0,0
2020-10-11,10,70,1,0,11,2,17,6,0,1,14,1,8,1,1,0,0
2020-10-12,10,70,1,,11,2,17,6,0,1,14,1,8,1,1,0,0
2020-10-13,10,70,1,,11,2,17,6,0,1,14,1,8,1,1,0,0
2020-10-14,10,70,1,,11,2,17,6,0,1,14,1,8,1,1,0,0
2020-10-15,10,70,1,0,11,2,18,6,0,1,14,1,8,1,1,0,0
2020-10-16,10,70,1,0,11,2,19,6,0,1,14,1,8,1,1,0,0
2020-10-17,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-18,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-19,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-20,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-21,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-22,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-23,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-24,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-25,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
2020-10-26,10,70,1,0,11,2,20,6,0,1,14,1,8,1,1,0,0
