,Williamson,Davidson,Shelby,Sullivan,Knox,Hamilton,Jefferson,Rutherford,Campbell,Sevier,Cheatham,Robertson,Sumner,Cumberland,Dyer,Montgomery,Unknown,Washington,Wilson,Anderson,Blount,Bradley,Dickson,Greene,Hamblen,Maury,Tipton,Carroll,Cocke,Fayette,Monroe,Putnam,Roane,Scott,Chester,Franklin,Gibson,Houston,Loudon,Marion,McMinn,Perry,Claiborne,DeKalb,Grundy,Hardin,Lincoln,Madison,Overton,Bedford,Hawkins,Lewis,White,Benton,Cannon,Macon,Meigs,Unicoi,Smith,Bledsoe,Carter,Hardeman,Johnson,Morgan,Trousdale,Union,Weakley,Coffee,Haywood,Henry,McNairy,Obion,Fentress,Giles,Lawrence,Marshall,Warren,Wayne,Humphreys,Clay,Grainger,Hickman,Lauderdale,Sequatchie,Jackson,Polk,Stewart,Henderson,Decatur,Lake,Van Buren,Moore,Rhea,Crockett,Pickett,Hancock
2020-08-16,3861,24143,25046,1197,5509,6801,650,7080,271,2038,637,1638,3636,567,737,2150,300,1455,2484,759,1477,2166,777,605,1494,1433,1256,394,547,755,511,1931,533,142,274,380,819,66,809,256,609,90,306,387,130,510,344,1330,272,984,572,88,336,183,163,864,121,184,479,749,634,1056,349,141,1585,177,603,608,608,328,419,665,122,415,639,369,592,236,140,89,219,305,565,122,149,268,82,684,239,801,45,75,581,303,38,84
2020-08-17,3893,24388,25275,1202,5623,6862,651,7137,275,2055,648,1647,3649,592,747,2169,,1466,2501,772,1507,2175,784,609,1507,1445,1268,401,557,759,524,1959,542,144,278,383,832,67,815,258,617,91,313,390,130,517,349,1373,280,987,579,89,345,187,166,871,121,184,483,751,643,1082,349,145,1587,179,625,617,619,336,430,681,124,416,646,372,626,239,140,91,223,305,569,124,153,270,84,695,244,804,45,77,583,308,38,84
2020-08-18,3932,24514,25364,1212,5686,6995,652,7179,279,2060,656,1650,3665,598,751,2182,37,1476,2526,778,1542,2192,794,627,1512,1449,1274,411,560,766,526,1959,545,143,290,384,846,67,819,262,627,92,315,394,133,525,351,1414,288,989,585,92,349,190,165,869,121,184,480,752,648,1091,353,148,1587,184,637,630,625,344,437,687,127,416,655,373,629,238,145,92,228,309,572,128,156,281,85,716,247,805,46,77,589,313,39,84
2020-08-19,3979,24696,25507,1221,5731,7145,667,7223,284,2096,670,1678,3730,627,772,2212,136,1513,2563,799,1584,2232,807,653,1530,1470,1295,426,578,787,547,2008,559,145,295,391,877,68,823,276,651,93,323,398,136,549,362,1458,307,1006,606,93,364,197,172,876,124,191,489,758,679,1108,362,162,1586,185,658,650,648,357,445,700,135,420,671,400,641,244,146,94,234,319,578,132,170,288,89,732,250,807,46,80,596,320,41,84
2020-08-20,4014,24840,25664,1228,5858,7223,671,7300,288,2108,672,1694,3781,658,794,2240,16,1524,2581,808,1648,2247,813,669,1539,1492,1295,449,583,797,562,2062,567,151,306,400,912,70,828,278,661,93,328,405,139,563,369,1487,316,1016,613,98,384,205,175,875,130,195,492,759,688,1133,366,167,1589,196,671,660,655,368,454,716,137,424,678,405,669,246,147,95,242,323,598,132,174,294,89,750,252,809,49,81,602,340,41,87
2020-08-21,4055,24963,25811,1273,5910,7312,682,7363,292,2126,678,1708,3808,669,809,2277,217,1541,2604,816,1677,2276,832,685,1559,1519,1301,463,588,803,580,2087,573,151,319,412,959,72,834,285,684,95,334,409,139,579,373,1513,331,1023,622,107,400,212,178,876,131,201,494,760,694,1155,372,170,1591,199,686,670,663,373,473,730,140,427,690,416,696,252,150,96,244,327,607,136,187,296,89,767,260,812,49,83,606,345,43,88
2020-08-22,4096,25144,26030,1437,6029,7373,688,7404,295,2140,688,1732,3846,688,829,2294,,1555,2627,828,1715,2306,832,712,1564,1540,1309,482,591,806,591,2121,581,153,325,417,969,71,862,289,695,96,338,412,139,592,379,1533,347,1037,629,117,413,214,180,879,134,207,498,763,711,1167,384,176,1592,201,703,675,686,391,482,735,142,427,694,443,704,253,150,99,244,328,621,135,188,298,89,778,267,815,51,82,612,349,45,88
2020-08-23,4140,25180,26117,1471,6078,7463,703,7461,299,2152,690,1748,3871,706,852,2313,341,1592,2659,836,1732,2336,844,721,1576,1581,1323,508,600,814,601,2145,586,153,333,422,981,72,874,297,714,97,344,416,142,615,385,1555,357,1051,634,117,430,223,185,880,134,212,503,768,727,1174,387,182,1592,205,735,691,699,408,487,754,147,428,699,467,735,259,151,102,246,330,632,138,189,302,89,788,270,815,53,84,613,355,46,88
2020-08-24,4157,25326,26406,1474,6189,7496,721,7486,302,2154,694,1751,3889,709,862,2330,19,1597,2664,839,1744,2359,851,730,1580,1593,1337,516,606,820,608,2149,587,153,336,426,995,73,879,300,717,98,345,417,142,620,386,1571,360,1057,637,117,435,223,186,882,134,212,497,768,736,1179,387,184,1592,208,742,695,702,410,490,757,149,428,703,472,741,261,155,103,249,331,637,138,189,305,89,793,272,820,54,84,616,359,46,88
2020-08-25,4165,25384,26528,1495,6246,7586,721,7523,304,2157,692,1772,3903,712,866,2345,20,1601,2672,841,1753,2370,861,738,1588,1599,1349,525,612,824,621,2171,587,154,343,427,1005,73,888,300,722,98,346,424,142,624,386,1590,375,1064,636,117,446,224,186,882,134,213,501,768,743,1183,392,185,1592,210,749,700,705,412,493,759,161,430,717,474,745,266,155,103,250,333,669,138,193,306,91,796,272,820,57,85,618,362,50,88
2020-08-26,4210,25452,26656,1523,6286,7689,738,7620,311,2181,697,1779,3939,747,887,2377,287,1641,2712,847,1770,2398,877,759,1609,1648,1356,530,619,851,654,2226,597,154,351,444,1013,79,903,308,742,100,345,427,143,642,391,1618,387,1076,643,120,482,231,187,885,142,215,506,770,770,1194,396,187,1592,211,770,725,713,424,503,770,180,433,721,488,780,271,157,103,255,356,700,138,197,314,91,805,280,820,59,86,627,364,54,89
2020-08-27,4260,25589,26903,1534,6389,7763,752,7670,316,2200,701,1788,3972,757,917,2418,199,1650,2739,851,1940,2416,890,779,1625,1674,1392,566,622,859,681,2275,605,156,358,460,1045,81,914,314,765,103,349,435,147,653,396,1675,405,1094,649,126,497,236,188,896,151,216,509,772,790,1201,403,191,1596,217,785,742,718,430,517,782,189,436,725,507,798,278,163,106,263,365,712,141,203,318,92,813,285,822,64,89,635,378,57,90
2020-08-28,4295,25715,27052,1571,6499,7863,781,7725,320,2211,701,1790,4007,780,924,2440,206,1671,2764,851,1962,2439,906,800,1634,1711,1431,596,630,873,711,2314,624,156,370,470,1066,87,934,318,775,104,354,443,147,667,400,1720,413,1098,654,129,536,243,194,898,159,220,513,773,802,1223,405,204,1603,220,807,752,728,440,526,796,198,438,740,519,824,292,165,109,267,365,705,141,208,319,93,832,291,831,69,90,639,387,58,90
2020-08-29,4328,25860,27273,1597,6578,7939,785,7770,322,2219,709,1869,4051,802,947,2452,146,1700,2791,857,1992,2460,904,816,1646,1725,1448,611,639,875,726,2345,632,155,376,483,1087,92,939,323,788,106,354,458,149,685,403,1763,427,1105,665,131,549,250,198,902,163,221,515,775,815,1231,407,205,1617,221,824,757,737,452,541,809,208,440,751,529,830,297,167,110,270,371,714,142,214,326,95,865,302,834,70,92,644,397,59,91
2020-08-30,4334,25945,27467,1615,6716,7965,805,7799,325,2232,710,1885,4065,812,952,2467,102,1718,2811,862,2003,2468,907,814,1649,1735,1455,624,641,882,738,2362,643,155,376,488,1104,93,944,325,791,107,363,469,149,685,409,1781,433,1107,667,132,560,253,198,907,162,221,515,775,818,1237,407,207,1618,222,831,760,740,455,544,820,218,441,759,532,851,312,169,111,274,371,720,142,217,326,96,873,302,834,71,93,647,401,61,92
2020-08-31,4369,25975,27697,1640,6786,7998,815,7825,328,2236,710,1886,4094,826,964,2475,43,1741,2828,874,2010,2473,913,820,1659,1749,1462,637,642,886,749,2368,651,155,377,492,1115,93,952,325,791,110,366,469,149,700,412,1804,435,1114,669,132,564,257,200,906,162,225,516,775,829,1238,407,209,1618,225,842,764,744,460,549,829,223,442,762,533,853,1279,168,112,278,376,725,142,217,327,96,878,303,837,71,93,652,403,63,92
2020-09-01,4422,26019,27697,1663,6876,8136,817,7868,328,2246,716,1892,4117,831,975,2494,67,1771,2870,879,2021,2501,920,844,1665,1778,1470,643,644,888,759,2387,659,156,383,517,1138,96,963,328,803,112,368,474,152,713,411,1839,439,1127,673,133,566,260,202,907,163,228,516,777,845,1241,416,214,1618,227,854,772,747,463,555,830,230,448,768,549,860,1439,172,116,278,379,722,144,220,331,99,883,305,840,80,94,661,408,67,92
2020-09-02,4465,26162,27779,1730,6987,8217,830,7930,333,2278,724,1908,4136,856,988,2504,0,1812,2900,888,2032,2524,932,857,1668,1807,1481,666,652,909,784,2429,671,160,394,534,1160,103,973,342,817,113,372,482,152,731,424,1882,450,1137,679,134,586,261,206,915,167,232,525,782,866,1256,427,220,1619,229,868,785,752,474,583,837,247,448,776,568,879,1450,171,118,282,394,728,149,221,335,98,901,317,848,90,97,672,416,68,92
2020-09-03,4424,26235,27865,1800,7141,8294,846,8018,347,2283,719,1942,4192,944,1013,2536,401,1766,2943,915,2076,2526,955,878,1668,1822,1518,654,653,973,828,2384,662,163,438,567,1139,111,942,356,834,114,364,490,153,760,432,1949,505,1143,680,144,599,269,216,930,169,230,549,794,953,1262,428,248,1627,244,924,783,779,493,582,883,269,464,765,577,873,1499,168,128,283,396,726,167,250,344,102,922,320,844,107,115,663,410,72,97
2020-09-04,4455,26279,27975,1820,7283,8326,859,8059,351,2302,718,1956,4220,970,1025,2555,332,1773,2954,920,2111,2535,970,890,1675,1831,1522,667,655,976,848,2415,669,166,441,574,1152,113,955,361,840,117,368,498,152,772,438,1988,519,1144,684,146,608,278,222,935,171,232,559,797,959,1277,430,255,1630,245,939,790,787,513,610,908,278,467,768,576,894,1485,173,129,291,399,733,168,258,344,103,940,332,844,104,115,663,417,73,97
2020-09-05,4501,26314,28067,1837,7447,8427,887,8110,357,2315,723,1971,4246,985,1034,2576,624,1819,2993,936,2128,2569,988,916,1685,1856,1532,677,665,983,859,2454,674,167,453,614,1174,115,969,377,856,120,374,501,155,788,444,2043,528,1149,691,148,616,279,227,946,175,235,567,798,980,1278,435,261,1629,245,954,813,798,523,624,917,291,473,785,585,894,1487,175,130,290,402,739,170,261,350,106,951,340,846,106,116,671,427,79,98
2020-09-06,4548,26432,28207,1856,7671,8505,913,8159,366,2325,724,1987,4263,992,1056,2595,716,1837,3022,949,2142,2578,1008,926,1689,1883,1556,685,670,997,871,2488,690,167,456,634,1191,117,976,386,864,120,382,507,158,803,460,2060,529,1164,698,149,626,284,226,950,180,238,577,802,992,1284,506,265,1629,246,963,825,806,526,631,925,298,483,797,595,907,1487,178,131,295,408,825,174,261,351,107,973,347,845,112,117,683,429,79,99
2020-09-07,4572,26686,28332,1872,7842,8563,918,8188,369,2326,728,1991,4282,992,1060,2628,560,1862,3043,952,2147,2587,1015,937,1691,1892,1561,694,673,1005,875,2499,693,167,461,636,1214,119,976,392,875,120,383,507,158,807,464,2089,534,1166,703,149,626,286,230,952,181,243,580,802,995,1288,511,266,1629,248,971,834,810,527,633,934,300,486,799,599,913,1489,179,131,295,412,833,174,261,353,107,975,354,846,112,117,684,431,80,100
2020-09-08,4585,26827,28478,1875,7930,8594,923,8242,369,2329,729,2014,4300,992,1063,2639,387,1863,3059,957,2152,2595,1077,938,1693,1900,1566,698,671,1008,874,2502,696,167,463,648,1237,120,986,397,884,122,383,507,158,810,467,2105,537,1169,704,149,627,288,231,952,182,241,590,802,1000,1288,509,266,1629,249,970,836,817,526,635,937,299,490,804,599,914,1489,181,131,295,413,831,177,262,353,108,983,360,848,115,118,686,431,80,100
2020-09-09,4609,26889,28547,1896,8033,8640,926,8270,370,2342,731,2015,4318,992,1061,2661,472,1876,3074,963,2168,2606,1090,948,1698,1902,1572,703,672,1008,879,2518,704,170,470,653,1256,119,986,400,894,123,383,509,160,819,467,2152,538,1172,702,149,629,289,233,952,186,244,587,808,1011,1288,514,268,1631,250,977,848,824,527,648,940,301,493,808,601,914,1460,187,131,298,420,831,176,264,353,112,989,366,850,114,118,698,436,83,100
2020-09-10,4685,26988,28754,1914,8160,8672,956,8387,381,2374,739,2041,4384,1017,1082,2703,0,1913,3107,992,2264,2648,1094,962,1735,1965,1590,713,697,1021,903,2596,717,173,479,685,1277,126,1003,413,914,123,390,518,164,845,491,2193,561,1196,708,152,650,293,237,964,191,248,599,814,1032,1427,523,274,1633,256,997,875,834,536,668,956,314,502,831,609,930,1467,192,132,304,442,852,183,272,359,115,1013,383,853,119,121,703,453,87,103
2020-09-11,4733,27009,28754,1928,8291,8718,970,8420,384,2393,746,2051,4433,1036,1100,2749,0,1935,3143,1012,2293,2683,1103,974,1750,2000,1603,727,706,1030,924,2635,736,176,486,711,1305,132,1024,425,928,129,395,522,170,861,506,2227,575,1215,714,155,654,295,239,970,200,248,606,819,1038,1434,534,276,1633,261,1002,894,845,540,689,968,325,505,838,623,942,1470,197,136,309,455,864,192,275,363,118,1026,388,854,126,125,719,453,87,103
2020-09-12,4755,27153,28890,1935,8483,8769,1002,8492,389,2401,749,2055,4458,1055,1125,2761,0,1944,3162,1014,2306,2683,1110,976,1753,2010,1605,736,708,1039,943,2695,744,182,504,734,1323,132,1027,430,933,132,397,522,175,872,515,2272,593,1217,712,155,668,297,240,972,200,251,614,822,1045,1447,533,281,1638,268,1009,910,847,545,696,971,337,507,848,624,947,1472,199,142,311,459,867,193,279,365,119,1027,396,856,128,125,721,458,88,103
2020-09-13,4788,27189,28890,1939,8612,8830,1004,8530,391,2420,751,2070,4469,1057,1129,2790,0,1964,3173,1015,2314,2710,1111,979,1760,2027,1614,739,709,1040,944,2695,747,182,512,746,1338,132,1032,434,945,132,399,522,182,877,517,2301,593,1231,713,157,670,303,241,974,202,252,616,826,1053,1450,539,281,1638,272,1010,925,848,546,702,974,339,516,857,639,953,1473,200,142,311,465,867,195,279,366,121,1035,399,857,129,126,723,460,88,103
2020-09-14,4851,27300,29117,1956,8689,8901,1013,8629,394,2440,761,2091,4532,1070,1152,2826,135,2007,3210,1035,2344,2740,1131,1010,1771,2072,1642,762,712,1063,955,2741,760,183,523,781,1379,144,1049,452,954,133,406,523,185,894,528,2390,607,1241,716,158,694,310,249,984,204,256,630,831,1065,1470,561,282,1641,281,1030,959,863,560,729,999,348,528,876,657,965,1477,208,146,319,475,885,203,284,366,124,1052,412,863,131,129,732,469,89,104
2020-09-15,4879,27492,29330,1963,8914,8967,1015,8661,396,2443,765,2107,4548,1071,1161,2833,0,2025,3223,1042,2355,2747,1138,1018,1775,2082,1650,766,712,1063,955,2765,761,183,538,788,1383,157,1054,460,962,133,408,524,190,897,537,2467,612,1250,718,158,700,314,249,983,207,258,634,832,1067,1472,610,282,1643,284,1037,980,866,561,735,1005,354,531,884,658,970,1477,209,151,322,481,887,201,285,367,126,1058,416,863,132,133,745,487,90,105
2020-09-16,4940,27563,29504,1980,8983,9007,1019,8718,399,2459,775,2120,4568,1100,1185,2870,31,2053,3246,1063,2376,2767,1148,1026,1797,2112,1677,781,719,1088,962,2863,781,189,544,811,1417,160,1071,469,994,134,411,536,198,910,551,2495,647,1263,729,160,718,323,254,995,208,262,647,837,1080,1486,618,289,1644,293,1047,1004,875,576,753,1027,371,539,896,674,984,1471,213,161,329,489,906,213,291,370,130,1065,425,864,136,139,751,481,92,105
2020-09-17,4956,27693,29797,1991,9143,9049,1022,8779,408,2467,776,2126,4585,1112,1210,2887,0,2068,3259,1072,2387,2779,1156,1037,1798,2136,1684,787,720,1092,975,2925,789,188,554,819,1430,163,1074,476,1007,134,414,537,203,922,556,2510,658,1267,731,160,728,325,257,997,208,264,655,838,1084,1491,620,293,1645,300,1074,1015,880,575,762,1040,382,541,911,679,990,1473,215,168,331,493,910,211,294,369,135,1068,427,865,145,141,754,484,92,105
2020-09-18,5019,27761,29957,2026,9240,9119,1046,8869,412,2493,781,2141,4621,1126,1246,2918,0,2107,3308,1103,2411,2800,1166,1075,1824,2178,1704,806,724,1110,987,2965,812,194,569,862,1464,171,1093,488,1028,138,419,542,219,941,566,2568,662,1287,742,168,752,329,263,1000,216,270,663,842,1106,1512,633,299,1645,321,1091,1057,896,590,778,1060,406,547,930,697,996,1478,221,176,337,507,923,216,298,371,146,1089,452,868,146,145,763,495,95,106
2020-09-19,5030,27927,30135,2038,9421,9188,1051,8902,415,2500,784,2151,4629,1143,1253,2922,0,2123,3318,1117,2425,2818,1176,1079,1831,2183,1711,816,730,1111,994,3019,828,197,576,875,1492,178,1099,493,1045,140,423,541,230,954,576,2596,673,1295,747,169,763,331,269,1007,216,274,669,844,1108,1513,635,302,1647,331,1104,1069,900,594,783,1066,422,549,939,698,997,1478,224,182,346,515,928,219,302,375,167,1101,455,871,149,145,766,497,94,106
2020-09-20,5077,28002,30255,2051,9497,9241,1066,8986,416,2515,788,2162,4686,1152,1266,2952,0,2167,3358,1123,2433,2850,1193,1106,1836,2238,1733,829,732,1139,995,3061,835,200,585,906,1523,185,1112,499,1063,143,425,544,246,967,578,2641,678,1305,766,177,776,332,275,1015,220,277,673,846,1124,1529,645,304,1651,334,1117,1097,918,601,807,1088,432,560,954,713,1007,1479,227,187,349,530,937,222,305,377,173,1124,470,873,153,153,772,509,96,107
2020-09-21,5089,28169,30486,2054,9606,9273,1066,9031,419,2518,790,2172,4705,1153,1279,2962,0,2179,3373,1133,2440,2858,1199,1107,1838,2260,1739,832,734,1143,1001,3070,841,200,591,913,1538,186,1115,500,1068,146,430,546,249,967,579,2701,680,1309,770,177,784,332,276,1020,221,280,678,845,1126,1532,648,305,1651,337,1118,1108,921,602,810,1088,436,568,970,717,1012,1480,232,210,350,538,936,223,305,378,175,1131,478,915,153,154,781,513,98,106
2020-09-22,5096,28223,30594,2071,9692,9342,1074,9058,421,2537,793,2173,4721,1155,1287,2971,,2186,3384,1138,2449,2868,1207,1112,1839,2274,1745,839,736,1144,1003,3088,849,202,595,926,1545,193,1121,504,1076,150,438,547,256,972,581,2750,681,1313,773,179,788,332,279,1023,221,280,678,845,1127,1534,649,306,1651,339,1122,1125,924,607,816,1096,447,569,977,720,1012,1485,235,211,354,546,942,223,308,380,177,1135,479,915,154,154,788,513,103,106
2020-09-23,5139,28287,30690,2093,9747,9387,1085,9113,424,2553,805,2188,4750,1169,1314,3015,0,2232,3412,1153,2461,2883,1230,1118,1873,2289,1766,849,737,1167,1010,3170,864,208,605,945,1586,198,1131,516,1094,149,438,550,263,991,596,2780,708,1317,780,179,806,334,281,1033,221,281,697,848,1141,1546,662,310,1651,345,1145,1156,933,612,824,1112,462,576,1003,733,1019,1489,243,215,360,553,949,226,314,380,182,1151,495,919,159,161,791,529,107,107
2020-09-24,5165,28392,30837,2121,9813,9451,1097,9150,431,2570,806,2190,4758,1175,1318,3022,0,2239,3418,1153,2477,2893,1235,1129,1885,2309,1781,858,741,1174,1022,3201,872,207,609,951,1609,208,1135,518,1100,149,440,552,268,1005,603,2800,713,1320,783,185,813,334,280,1035,223,283,698,849,1147,1548,675,311,1651,347,1157,1166,954,613,842,1138,471,580,1012,741,1026,1490,244,220,363,558,959,229,317,382,190,1153,503,914,160,164,798,529,110,106
2020-09-25,5198,28415,30922,2148,9893,9542,1110,9240,439,2596,805,2203,4794,1192,1350,3045,0,2276,3453,1165,2504,2914,1250,1142,1899,2329,1805,874,743,1183,1030,3277,885,213,623,963,1636,214,1154,525,1113,150,441,561,283,1022,611,2832,735,1328,796,196,830,336,283,1046,226,285,713,854,1158,1558,696,315,1653,353,1176,1210,968,618,876,1156,493,591,1023,749,1047,1495,246,224,372,573,979,231,324,388,198,1169,512,918,164,169,821,536,114,106
2020-09-26,5252,28551,31044,2164,10005,9609,1119,9293,446,2623,807,2210,4819,1201,1370,3070,0,2297,3476,1179,2516,2934,1257,1156,1914,2361,1818,889,746,1188,1036,3315,895,214,632,969,1658,220,1172,529,1119,150,442,566,291,1030,619,2877,745,1345,812,201,837,336,286,1055,226,286,723,854,1168,1570,711,317,1657,359,1189,1236,969,625,883,1171,505,607,1043,756,1061,1497,251,226,376,585,983,233,326,388,204,1181,520,919,166,175,834,538,116,106
2020-09-27,5310,28653,31227,2197,10080,9658,1130,9361,454,2638,815,2225,4865,1217,1387,3111,51,2328,3519,1200,2535,2962,1274,1161,1939,2409,1832,899,754,1204,1052,3349,905,217,643,989,1704,224,1184,533,1146,153,442,570,309,1047,624,2921,758,1364,822,204,847,337,292,1067,228,289,731,862,1177,1582,726,320,1666,364,1205,1254,992,628,896,1191,526,631,1067,778,1075,1499,258,233,386,593,994,238,331,399,214,1189,530,925,166,179,844,542,123,108
2020-09-28,5341,28846,31391,2220,10197,9702,1134,9408,456,2647,819,2231,4883,1217,1403,3123,0,2337,3538,1202,2548,2967,1277,1166,1943,2420,1836,905,753,1206,1058,3355,909,218,646,989,1713,228,1190,538,1150,153,442,572,312,1052,628,2943,766,1370,823,207,849,339,295,1068,228,288,734,862,1179,1583,729,321,1668,371,1212,1255,992,628,918,1200,527,637,1077,780,1078,1502,263,234,386,599,995,242,332,406,219,1191,531,925,166,180,850,544,123,107
2020-09-29,5366,28911,31462,2231,10255,9774,1144,9452,461,2664,819,2239,4895,1219,1420,3133,,2355,3562,1210,2563,2972,1280,1169,1948,2427,1845,913,753,1227,1066,3365,912,219,650,994,1726,234,1199,551,1163,153,445,574,317,1055,633,2992,770,1373,827,208,855,341,295,1067,232,291,740,862,1180,1584,732,321,1669,376,1216,1277,998,630,925,1202,546,644,1089,781,1077,1501,267,235,394,600,1003,244,332,407,221,1191,534,925,166,183,854,544,126,107
2020-09-30,5423,29005,31540,2265,10314,9825,1161,9523,467,2677,828,2255,4922,1223,1430,3174,,2393,3605,1224,2589,2988,1297,1185,1965,2457,1860,917,759,1236,1083,3383,917,225,653,1010,1746,243,1226,555,1176,153,449,576,326,1077,646,3063,782,1380,843,211,856,342,304,1070,231,292,745,864,1199,1589,752,325,1675,382,1234,1302,1006,640,930,1220,588,654,1108,791,1085,1505,268,243,404,612,1017,249,335,410,223,1195,538,928,167,188,863,558,131,109
2020-10-01,5455,29065,31643,2290,10395,9878,1171,9579,474,2698,832,2266,4968,1234,1465,3178,0,2406,3636,1243,2616,2998,1309,1189,1971,2472,1874,934,765,1239,1094,3419,926,227,656,1017,1773,272,1239,560,1179,154,450,578,343,1089,651,3096,791,1387,850,214,864,343,309,1073,232,293,762,866,1199,1598,757,327,1676,390,1248,1318,1020,644,938,1244,593,659,1122,794,1091,1509,279,246,408,624,1030,249,343,413,221,1206,545,929,168,188,870,565,130,110
2020-10-02,5478,29136,31771,2324,10461,9936,1189,9624,483,2715,836,2272,4989,1246,1476,3205,,2435,3653,1248,2629,3009,1314,1198,1999,2486,1878,941,774,1241,1101,3443,936,236,659,1022,1785,284,1249,563,1186,154,452,579,352,1096,655,3109,801,1392,860,220,876,343,310,1082,234,293,763,867,1206,1602,764,330,1682,395,1252,1330,1028,645,946,1262,605,672,1130,807,1093,1513,288,246,411,630,1031,249,347,414,226,1209,548,928,168,189,878,566,132,110
2020-10-03,5505,29158,31850,2353,10527,10029,1211,9668,493,2739,836,2279,5016,1259,1501,3212,0,2460,3675,1266,2658,3022,1321,1200,2010,2500,1885,962,776,1254,1110,3485,944,241,660,1029,1800,285,1256,568,1186,155,454,589,359,1099,657,3136,816,1397,861,221,896,343,312,1099,234,293,778,869,1210,1611,765,333,1683,403,1259,1345,1052,650,953,1295,642,678,1139,815,1113,1516,290,250,417,635,1038,250,352,414,228,1223,557,932,170,189,886,570,140,110
2020-10-04,5572,29225,31953,2367,10610,10078,1216,9709,509,2747,841,2285,5044,1278,1520,3235,0,2488,3717,1278,2678,3060,1329,1214,2032,2528,1897,974,781,1282,1123,3521,954,240,661,1038,1821,290,1277,576,1200,157,453,595,381,1112,659,3154,835,1402,870,227,910,343,317,1107,239,295,797,871,1217,1623,771,333,1687,412,1269,1372,1058,657,960,1315,653,687,1140,824,1120,1519,293,259,430,641,1046,252,359,423,245,1234,560,935,170,193,896,581,145,111
2020-10-05,5674,29395,32048,2395,10695,10153,1243,9807,522,2767,853,2298,5088,1298,1549,3292,241,2512,3788,1299,2696,3093,1360,1230,2061,2570,1921,992,793,1301,1136,3556,969,245,667,1052,1851,302,1307,582,1224,157,456,598,389,1124,670,3194,856,1412,893,240,930,345,324,1110,240,297,808,875,1233,1637,783,340,1692,417,1288,1411,1092,666,976,1362,666,725,1160,839,1135,1521,307,267,434,666,1063,260,362,427,250,1244,566,935,170,201,913,593,148,111
2020-10-06,5735,29630,32306,2436,10816,10237,1258,9884,545,2786,859,2305,5109,1307,1564,3321,157,2531,3827,1317,2707,3121,1372,1234,2073,2582,1944,997,806,1313,1146,3588,980,249,670,1056,1874,313,1319,589,1239,157,458,598,397,1131,680,3225,872,1415,898,242,939,347,326,1120,243,297,809,877,1233,1644,846,347,1697,420,1300,1425,1096,670,982,1382,678,734,1175,846,1140,1527,313,267,443,666,1071,260,368,429,252,1252,568,938,171,202,917,597,157,111
2020-10-07,5798,29790,32513,2481,10929,10330,1267,9978,570,2811,862,2326,5138,1339,1599,3358,36,2573,3863,1337,2741,3139,1385,1258,2094,2602,1964,1004,821,1319,1157,3639,998,255,674,1073,1887,327,1342,599,1259,159,462,608,405,1146,688,3246,893,1425,916,252,950,351,332,1136,245,300,813,880,1256,1648,1009,348,1700,429,1310,1465,1114,673,990,1414,690,757,1193,862,1162,1529,319,272,441,674,1095,261,374,437,259,1263,570,940,173,206,926,606,169,110
2020-10-08,5833,29915,32595,2522,11022,10414,1286,10048,615,2857,874,2342,5169,1363,1640,3384,164,2590,3908,1350,2772,3167,1403,1268,2115,2647,1987,1019,836,1340,1171,3686,1010,264,676,1080,1915,332,1369,604,1265,166,467,613,412,1153,699,3295,924,1435,922,258,963,354,340,1159,250,300,833,883,1267,1659,1009,355,1702,437,1330,1503,1119,683,1009,1440,720,773,1206,873,1180,1538,321,281,453,685,1124,262,373,438,261,1279,585,941,174,207,929,617,179,110
2020-10-09,5910,30045,32770,2581,11128,10499,1296,10147,635,2871,879,2348,5200,1374,1670,3417,118,2623,3931,1363,2815,3186,1407,1288,2134,2684,1996,1024,843,1354,1179,3714,1025,263,676,1099,1914,342,1389,611,1280,166,470,617,420,1155,711,3326,939,1448,940,260,980,353,341,1162,252,300,841,890,1282,1663,1019,355,1703,444,1331,1512,1123,686,1008,1454,728,776,1224,878,1184,1540,326,292,462,684,1128,265,377,442,265,1281,584,941,176,213,958,626,184,110
2020-10-10,5969,30196,32916,2623,11272,10603,1324,10242,654,2886,886,2352,5222,1384,1700,3468,153,2672,3971,1371,2834,3199,1415,1308,2167,2723,2014,1030,848,1362,1179,3725,1036,271,679,1109,1923,349,1396,617,1316,166,471,619,428,1167,716,3339,957,1466,955,274,978,356,348,1168,254,302,844,893,1297,1676,1030,360,1709,448,1340,1538,1132,692,1016,1470,750,788,1244,900,1185,1541,337,305,463,686,1135,265,382,442,268,1290,584,941,178,216,966,643,201,110
2020-10-11,6018,30366,32975,2685,11381,10665,1338,10312,693,2910,890,2368,5243,1394,1736,3491,288,2709,4011,1386,2852,3225,1419,1336,2199,2760,2044,1043,849,1369,1188,3761,1051,274,683,1124,1937,350,1423,623,1332,166,473,630,435,1185,719,3368,978,1483,964,282,986,359,355,1175,257,303,865,895,1312,1687,1038,366,1714,453,1358,1557,1140,692,1023,1485,762,799,1262,920,1199,1542,340,313,473,693,1160,267,385,445,282,1297,589,945,180,217,971,665,206,110
