,Douglas,Jefferson,Denver,Eagle,El Paso,Arapahoe,Larimer,Gunnison,Pitkin,Adams,Clear Creek,Pueblo,Routt,Summit,Weld,Boulder,Mesa,Garfield,Yuma,Crowley,Grand,Morgan,Broomfield,Park,San Miguel,Chaffee,Elbert,Hinsdale,Montrose,Unknown,La Plata,Logan,Teller,Delta,Fremont,Huerfano,Otero,Kit Carson,Rio Grande,Washington,Alamosa,Costilla,Lincoln,Baca,Moffat,Mineral,Montezuma,Archuleta,Phillips,Lake,Saguache,Custer,Las Animas,Rio Blanco,Ouray,Gilpin,Prowers,San Juan,Cheyenne,Conejos,Bent,Jackson,Sedgwick,Dolores,Kiowa
2021-05-08,253,760,808,22,800,776,235,6,4,709,3,383,20,8,336,255,216,38,17,15,7,94,75,5,0,25,13,0,58,,39,67,15,61,56,17,65,11,14,12,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,10,21,0,2,0,3
2021-05-09,254,760,808,22,801,777,235,6,4,709,3,383,20,8,336,255,216,38,17,15,7,94,75,5,0,25,13,0,58,,39,67,15,61,56,17,65,11,14,12,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,10,21,0,2,0,3
2021-05-10,254,760,808,22,801,777,235,6,4,709,3,383,20,8,336,255,216,38,17,15,7,94,75,5,0,25,13,0,58,,39,67,15,61,56,17,65,11,14,12,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,10,21,0,2,0,3
2021-05-11,255,760,812,22,803,777,235,6,4,711,3,388,20,7,336,255,216,38,17,15,6,94,75,5,0,25,13,0,58,,39,67,15,61,56,17,66,11,14,12,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,11,21,0,2,0,3
2021-05-12,255,764,814,22,810,778,238,6,4,711,3,391,20,7,336,255,217,38,17,15,6,94,75,5,0,25,13,0,58,,39,66,15,61,56,17,66,11,14,13,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,11,21,0,2,0,3
2021-05-13,255,764,816,22,814,784,240,6,4,720,3,391,20,8,336,256,218,38,17,15,6,94,75,5,0,25,13,0,58,,39,67,15,61,57,17,66,11,14,13,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,12,21,0,2,0,3
2021-05-14,255,768,813,22,813,787,240,6,4,720,3,392,20,7,341,256,218,38,17,15,6,94,75,5,0,25,13,0,58,,39,67,15,61,57,17,66,11,15,13,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,21,0,6,12,21,0,2,0,3
2021-05-15,256,769,816,22,817,789,240,6,4,722,3,392,20,8,341,256,218,39,17,15,6,94,75,5,0,25,13,0,58,,39,67,15,61,57,17,66,11,15,13,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-16,256,771,817,22,818,792,240,6,4,723,3,392,20,8,341,256,218,39,17,15,6,94,75,5,0,25,13,0,58,,39,67,15,61,57,17,66,11,15,13,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-17,256,771,817,22,818,792,240,6,4,723,3,392,20,8,341,257,218,39,17,15,6,94,75,5,0,25,13,0,58,,39,67,15,61,57,17,66,11,15,13,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-18,256,773,819,22,818,793,240,6,4,727,3,392,20,8,339,257,219,39,17,15,6,94,75,5,0,25,13,0,58,,39,67,15,61,57,17,66,11,15,13,31,3,4,4,22,1,24,1,13,0,4,1,12,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-19,256,774,819,22,825,793,240,6,4,727,3,392,20,8,340,257,219,39,17,15,6,94,75,5,0,25,13,0,58,,40,67,15,61,57,17,66,11,15,13,31,3,4,4,22,1,24,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-20,256,775,819,22,824,793,240,6,4,727,3,392,20,8,340,257,221,39,17,15,6,94,75,5,0,25,13,0,58,,41,67,15,61,58,17,66,11,15,13,31,3,4,4,22,1,24,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-21,257,777,820,22,825,801,240,6,4,730,3,392,20,8,344,257,222,39,17,15,6,94,75,5,0,25,13,0,58,,41,67,15,62,58,17,66,11,16,13,31,3,4,4,22,1,25,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-22,257,777,820,23,828,801,240,6,4,732,3,393,20,8,343,257,222,40,17,15,6,94,75,5,0,25,13,0,58,,41,67,15,62,58,17,66,11,16,13,31,3,4,4,22,1,25,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,0,3
2021-05-23,257,778,820,23,828,802,240,6,4,732,3,393,20,8,343,257,222,40,17,15,6,94,75,5,0,25,13,0,58,,41,67,15,62,58,17,66,11,16,13,31,3,4,4,22,1,25,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,1,3
2021-05-24,257,778,821,23,829,803,240,6,4,732,3,393,20,8,343,257,222,40,17,15,6,94,75,5,0,25,13,0,58,,41,67,15,62,58,17,66,11,16,13,31,3,4,4,22,1,25,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,1,3
2021-05-25,258,781,821,23,830,805,241,6,4,733,3,394,20,8,344,257,222,40,17,15,6,94,75,5,0,25,13,0,58,,40,68,15,63,58,17,66,11,16,13,31,3,4,4,22,1,25,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,1,3
2021-05-26,258,783,824,23,830,805,242,6,4,733,3,395,20,8,344,257,223,40,17,16,6,94,75,5,0,25,13,0,58,,40,68,15,63,60,17,66,11,16,13,31,3,4,4,22,1,25,1,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,1,3
2021-05-27,258,786,823,23,830,805,243,6,4,734,3,396,20,8,344,257,227,41,17,16,6,94,75,5,0,25,13,0,58,,41,68,15,63,61,17,66,11,16,13,31,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,1,3
2021-05-28,258,786,824,23,832,806,242,6,4,735,3,396,20,8,344,257,227,42,17,16,6,94,75,5,0,25,13,0,58,,41,68,15,63,61,17,66,11,16,13,32,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,1,3
2021-05-29,258,787,825,23,840,806,242,6,4,735,3,399,20,8,345,257,230,42,17,16,6,94,75,5,0,25,13,0,60,,41,68,15,63,61,17,67,11,16,13,32,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,12,21,0,2,1,3
2021-05-30,259,787,825,23,840,808,242,6,4,738,3,399,20,8,345,257,230,42,17,16,6,94,75,5,0,25,13,0,60,,41,68,15,63,62,17,67,11,16,13,33,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,13,21,0,2,1,3
2021-05-31,259,787,825,23,840,808,242,6,4,738,3,399,20,8,345,257,230,42,17,16,6,94,75,5,0,25,13,0,60,,41,68,15,63,62,17,67,11,16,13,33,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,13,21,0,2,1,3
2021-06-01,259,788,825,23,839,808,242,6,4,738,3,400,20,8,344,257,230,42,17,16,6,94,75,5,0,25,13,0,60,,41,68,15,63,62,17,67,11,16,13,33,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,13,21,0,2,1,3
2021-06-02,259,790,826,23,839,808,242,6,4,738,3,400,21,9,344,257,230,42,17,16,6,94,76,5,0,25,13,0,60,,41,68,16,63,62,17,67,11,16,13,33,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,15,21,0,2,1,3
2021-06-03,260,790,826,23,840,808,243,6,4,740,3,402,21,9,345,257,232,42,17,16,6,95,76,5,0,25,13,0,61,,41,68,16,64,62,17,67,11,16,13,34,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,15,21,0,2,1,3
2021-06-04,260,790,828,23,842,808,243,6,4,741,3,403,21,9,345,257,232,42,17,16,6,95,76,5,0,25,13,0,61,,41,68,16,64,62,17,67,11,16,13,34,3,4,4,22,1,25,3,13,0,4,1,13,4,3,3,22,0,6,15,21,0,2,1,3
2021-06-05,260,790,828,23,843,808,243,6,4,743,3,403,21,9,345,257,232,42,17,16,6,95,76,5,0,25,13,0,61,,41,68,16,64,62,17,67,11,16,13,34,3,4,4,22,1,25,3,13,0,4,1,13,4,3,3,22,0,6,15,21,0,2,1,3
2021-06-06,260,790,828,23,843,808,243,6,4,744,3,403,21,8,345,257,232,42,17,16,6,95,76,5,0,25,13,0,61,,41,68,16,64,62,17,67,11,16,13,34,3,4,4,22,1,25,2,13,0,4,1,13,4,3,3,22,0,6,15,21,0,2,1,3
2021-06-07,260,790,829,23,845,808,244,6,4,744,3,405,21,8,345,258,234,42,17,16,6,95,76,5,0,25,13,0,61,,41,68,17,64,62,17,67,11,16,13,34,3,4,4,22,1,25,2,13,0,5,1,13,4,3,3,22,0,6,16,21,0,3,1,3
2021-06-08,261,790,829,23,844,808,244,6,4,744,3,411,21,8,347,259,235,42,17,16,6,95,76,5,0,25,13,0,61,,41,68,17,64,62,17,67,11,16,13,36,3,4,4,22,1,25,2,13,0,5,1,13,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-09,262,791,829,23,850,808,244,6,4,746,3,411,21,8,346,259,236,43,17,16,6,95,76,5,0,25,13,0,62,,41,68,17,64,62,17,67,11,16,13,36,3,4,4,22,1,25,2,13,0,5,1,13,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-10,263,792,829,23,851,808,244,6,4,748,3,412,21,8,347,259,238,43,17,16,6,95,77,5,0,25,13,0,62,,41,68,17,64,62,17,67,11,16,13,36,3,4,4,22,1,25,2,13,0,5,1,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-11,264,792,831,23,854,811,245,6,4,748,3,412,21,8,346,260,239,44,17,16,6,95,77,5,0,25,13,0,62,,41,68,17,64,63,17,67,11,16,13,36,4,4,4,22,1,25,2,13,0,5,1,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-12,264,793,833,23,857,813,245,6,4,748,3,414,21,8,346,260,239,43,17,16,7,95,77,5,0,25,13,0,62,,41,68,17,64,63,17,67,11,16,13,36,4,4,4,23,1,25,2,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-13,264,793,834,23,857,813,245,6,4,748,3,414,21,8,346,260,239,43,17,16,7,95,77,5,0,25,13,0,62,,41,68,17,64,63,17,67,11,16,13,36,4,4,4,23,1,25,2,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-14,264,793,834,23,857,813,245,6,4,748,3,414,21,8,346,260,239,43,17,16,7,95,77,5,0,25,13,0,62,,41,68,17,64,63,17,67,11,16,13,36,4,4,4,23,1,25,2,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-15,264,793,834,23,857,813,245,6,4,748,3,415,21,8,346,260,239,45,17,16,7,96,77,5,1,25,13,0,63,,41,68,17,64,63,17,67,11,16,13,36,4,4,4,23,1,25,3,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-16,265,793,834,23,859,816,245,6,4,749,3,415,21,8,347,260,240,45,17,16,7,96,77,5,1,26,13,0,63,,41,68,17,64,63,17,67,11,16,13,37,4,4,4,23,2,25,3,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-17,265,794,836,23,861,817,245,6,4,749,3,415,21,8,347,260,241,45,17,16,7,96,77,5,1,25,13,0,63,,41,68,17,64,63,17,67,11,16,13,37,4,4,4,23,1,25,2,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-18,265,795,837,23,863,817,245,6,4,750,3,415,21,8,347,261,242,46,17,16,7,96,77,5,1,25,13,0,63,,41,68,17,64,63,17,67,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-19,265,795,838,23,864,819,246,6,4,750,3,416,21,8,348,261,244,46,17,16,7,96,77,5,1,25,13,0,63,,41,69,17,64,63,17,67,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-20,265,795,838,23,864,819,246,6,4,750,3,416,21,8,348,261,244,46,17,16,7,96,77,5,1,25,13,0,63,,41,69,17,64,63,17,67,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,17,22,0,3,1,3
2021-06-21,265,796,839,23,864,819,246,6,4,750,3,417,21,8,348,261,244,46,17,16,7,96,78,5,1,25,13,0,63,,41,69,17,64,63,17,67,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-22,265,797,840,23,864,819,247,6,4,750,3,417,21,8,348,261,244,46,17,16,7,96,78,5,1,25,13,0,63,,41,69,17,64,63,17,68,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-23,266,797,841,23,869,819,248,6,4,750,3,417,21,8,349,261,246,47,17,16,7,96,78,5,1,25,13,0,64,,41,69,18,64,63,17,68,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-24,266,797,842,23,869,820,248,6,4,750,3,418,21,8,349,261,247,47,17,16,7,96,78,5,1,25,13,0,64,,41,69,18,65,63,17,68,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-25,266,800,841,23,869,825,249,6,4,751,3,418,21,8,350,261,248,47,17,16,7,96,78,5,1,25,13,0,65,,41,69,18,64,63,17,68,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-26,266,800,842,23,871,825,249,6,4,752,3,418,21,8,351,261,248,48,17,16,7,96,76,5,1,25,13,0,65,,41,69,18,64,63,17,68,11,16,13,37,5,4,4,24,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-27,266,802,842,23,872,825,249,6,4,752,3,418,21,8,351,261,249,48,17,16,7,96,76,5,1,25,14,0,65,,41,69,18,64,63,17,68,11,16,13,37,5,4,4,25,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-28,266,801,843,23,872,826,249,6,4,755,3,418,21,8,350,261,249,48,17,16,7,96,76,5,1,25,14,0,65,,41,69,18,64,63,17,68,11,16,13,37,5,4,4,25,1,25,2,13,0,5,2,14,5,3,3,22,0,6,18,22,0,3,1,3
2021-06-29,266,803,843,23,873,826,249,6,4,755,3,418,21,8,351,261,249,49,17,16,7,96,76,5,1,25,14,0,65,,41,69,18,67,63,17,68,11,16,13,37,5,4,4,26,1,25,2,13,0,5,2,14,5,3,3,22,0,6,21,22,0,3,1,3
2021-06-30,266,804,843,23,874,827,249,6,4,755,3,418,21,8,351,261,250,50,17,17,7,96,76,5,1,25,14,0,65,,41,69,18,67,63,17,68,11,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,21,22,0,3,1,3
2021-07-01,266,805,843,23,875,829,248,6,4,757,3,418,21,8,351,261,251,50,17,17,7,96,76,5,1,25,14,0,65,,41,69,18,66,63,17,68,11,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,21,22,0,3,1,3
2021-07-02,266,806,843,23,876,829,248,6,4,757,3,420,21,8,351,261,251,50,17,17,7,96,76,5,1,25,14,0,65,,41,69,18,66,62,17,67,11,16,13,38,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-03,266,807,844,23,878,831,248,6,4,758,3,420,21,8,352,261,252,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,66,63,18,67,11,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-04,266,806,845,23,880,831,248,6,4,759,3,420,21,8,352,261,253,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,66,63,18,67,11,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-05,266,806,845,23,880,831,248,6,4,759,3,420,21,8,352,261,253,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,66,63,18,67,11,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-06,266,806,845,23,880,831,248,6,4,759,3,420,21,8,352,261,253,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,66,63,18,67,11,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-07,266,806,845,23,882,831,248,6,4,759,3,422,21,8,352,261,253,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,66,63,18,67,12,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-08,266,806,845,23,883,831,248,6,4,759,3,422,21,8,352,261,253,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,67,64,18,67,12,16,13,37,5,4,4,26,1,25,3,13,0,5,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-09,266,805,846,23,883,831,248,6,4,760,3,423,21,8,352,261,254,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,68,64,18,67,12,16,13,37,5,4,4,26,1,25,3,13,0,6,2,14,5,3,3,22,0,6,22,22,0,3,1,3
2021-07-10,267,805,847,23,883,832,248,6,4,761,3,423,21,8,352,261,257,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,67,63,18,67,12,17,13,38,5,4,4,26,1,26,3,13,0,6,3,14,5,3,3,23,0,6,22,22,0,3,1,3
2021-07-11,268,805,847,23,885,834,248,6,4,761,3,423,21,8,353,261,258,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,67,63,18,67,12,17,13,38,5,4,4,26,1,27,3,13,0,6,3,14,5,3,3,23,0,6,23,22,0,3,1,3
2021-07-12,268,805,848,23,885,836,248,6,4,761,3,423,21,8,353,261,259,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,67,63,18,67,12,17,13,37,5,4,4,26,1,27,3,13,0,6,2,14,5,4,3,22,0,6,23,22,0,3,1,3
2021-07-13,268,807,850,23,886,836,248,6,4,762,3,422,21,8,353,261,259,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,67,65,18,67,12,18,13,37,5,4,4,27,1,27,3,13,0,7,2,14,5,4,3,22,0,6,23,22,0,3,1,3
2021-07-14,268,808,849,24,889,836,248,6,4,762,3,422,21,8,354,261,259,50,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,69,65,18,67,12,18,13,37,5,4,4,28,1,27,3,13,0,7,2,14,5,4,3,22,0,6,23,22,0,3,1,3
2021-07-15,270,810,848,24,887,837,248,6,4,762,3,423,21,8,353,261,259,51,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,27,1,27,3,13,0,7,2,14,5,4,3,22,0,6,23,22,0,3,1,3
2021-07-16,271,810,848,23,887,838,248,6,4,763,3,423,21,8,354,261,260,52,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,27,1,27,3,13,0,7,2,14,5,4,3,22,0,6,24,22,0,3,1,3
2021-07-17,271,810,848,23,887,838,248,6,4,763,3,423,21,8,354,261,260,52,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,27,1,27,3,13,0,7,2,14,5,4,3,22,0,6,24,22,0,3,1,3
2021-07-18,272,810,848,23,887,843,248,6,4,764,3,423,21,8,354,261,260,52,17,17,7,96,76,5,1,25,14,0,66,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,27,1,27,3,13,0,7,2,14,5,4,3,22,0,6,24,22,0,3,1,3
2021-07-19,272,810,848,23,890,843,248,6,4,764,3,423,21,8,354,261,260,51,17,17,7,96,76,5,1,25,14,0,67,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,26,1,27,3,13,0,7,2,14,5,4,3,22,0,6,24,22,0,3,1,3
2021-07-20,272,810,848,23,890,843,248,6,4,764,3,423,21,8,354,261,260,51,17,17,7,96,76,5,1,25,14,0,67,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,26,1,27,3,13,0,7,2,14,5,4,3,22,0,6,24,22,0,3,1,3
2021-07-21,272,811,848,23,894,843,248,6,4,764,3,424,21,8,355,261,260,52,17,17,7,96,76,5,1,25,14,0,68,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,26,1,27,3,13,1,7,2,14,5,4,3,22,0,6,24,22,0,3,1,3
2021-07-22,272,811,848,23,898,843,248,6,4,764,3,424,21,8,355,261,262,52,17,17,7,96,76,5,1,25,14,0,68,,41,69,18,70,64,18,67,12,18,13,37,5,4,4,26,1,27,3,13,1,7,2,14,5,4,3,22,0,6,24,22,0,3,1,3
2021-07-23,272,811,849,23,897,843,248,6,4,764,3,425,21,8,355,261,264,52,17,17,7,96,76,5,1,25,14,0,68,,41,69,18,70,64,18,67,12,18,13,38,5,4,4,26,1,28,3,13,1,7,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-24,272,811,849,23,897,844,248,6,4,764,3,425,21,8,355,261,264,52,17,17,7,96,76,5,1,25,14,0,68,,41,69,18,70,64,18,67,12,18,13,38,5,4,4,26,1,28,3,13,1,7,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-25,273,811,849,23,897,844,248,6,4,766,3,425,21,8,355,261,264,52,17,17,7,96,76,5,1,25,14,0,68,,41,69,18,70,64,18,67,12,18,13,38,5,4,4,26,1,28,3,13,1,7,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-26,273,811,851,23,900,844,248,6,4,766,3,427,21,8,356,261,266,53,17,17,7,96,77,5,1,25,14,0,68,,41,69,18,70,64,18,67,12,18,13,38,5,4,4,27,1,28,3,13,1,7,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-27,273,811,851,23,900,844,248,6,4,766,3,427,21,8,356,261,266,53,17,17,7,96,77,5,1,25,14,0,68,,41,69,18,70,64,18,67,12,18,13,38,5,4,4,27,1,28,3,13,1,7,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-28,273,813,851,23,899,844,248,6,4,766,3,427,21,8,356,261,266,52,17,17,7,96,77,5,1,25,14,0,69,,42,69,18,70,64,18,67,12,18,13,38,5,4,4,27,1,28,2,13,1,7,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-29,273,812,851,23,903,844,248,6,4,768,3,427,21,8,356,261,267,52,17,17,7,96,77,5,1,25,15,0,70,,43,69,18,70,64,18,67,12,18,13,38,5,4,4,27,1,28,2,13,1,8,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-30,273,812,852,23,905,844,248,6,4,768,3,427,21,8,357,262,268,52,17,17,7,96,77,5,1,25,15,0,71,,42,69,18,70,64,18,67,12,18,13,38,5,4,4,27,1,28,2,13,1,8,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-07-31,273,812,852,23,905,844,248,6,4,769,3,427,21,8,357,262,268,52,17,17,7,96,77,5,1,25,15,0,71,,42,69,18,70,64,18,67,12,18,13,38,5,4,4,27,1,28,2,13,1,8,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-08-01,273,812,852,23,905,844,248,6,4,769,3,427,21,8,357,262,268,52,17,17,7,96,77,5,1,25,15,0,71,,42,69,18,70,64,18,67,12,18,13,38,5,4,4,27,1,28,2,13,1,8,2,14,5,4,3,22,0,6,25,22,0,3,1,3
2021-08-02,273,814,852,23,909,844,248,6,4,769,3,427,21,8,358,263,269,54,17,17,7,96,77,5,1,25,15,0,71,,43,69,18,71,64,18,67,12,18,13,38,5,4,4,27,1,28,2,13,1,8,3,14,5,4,3,22,0,6,26,22,0,3,1,3
2021-08-03,273,814,851,23,909,844,248,6,4,769,3,427,21,8,358,263,269,54,17,17,7,96,77,5,1,25,15,0,71,,43,69,18,71,65,18,67,12,18,13,38,5,4,4,28,1,28,2,13,1,8,3,14,5,4,3,22,0,6,26,22,0,3,1,3
2021-08-04,273,815,852,23,909,844,248,7,4,769,3,427,21,8,358,263,270,54,17,17,7,96,77,5,1,25,15,0,71,,44,69,18,71,65,18,67,12,18,13,38,5,4,4,28,1,28,2,13,1,8,3,14,5,4,3,22,0,6,26,22,0,3,1,3
2021-08-05,273,816,852,23,909,845,248,7,4,769,3,427,21,8,359,263,270,55,17,17,7,96,77,5,1,25,15,0,71,,44,69,18,72,65,18,67,13,19,13,38,5,4,4,28,1,28,2,13,1,8,3,14,5,4,3,22,0,6,26,22,0,3,1,3
2021-08-06,273,816,855,23,910,845,248,7,4,769,3,427,21,8,359,263,270,55,17,17,7,96,77,5,1,25,15,0,71,,45,69,18,73,65,18,67,13,19,13,38,5,4,4,28,1,28,2,13,1,8,3,14,5,4,3,23,0,6,26,22,0,3,1,3
2021-08-07,275,816,855,23,910,846,248,7,4,773,3,427,21,8,359,263,270,55,17,17,7,96,77,5,1,25,15,0,71,,45,69,18,73,65,18,67,13,19,13,38,5,4,4,28,1,28,2,13,1,8,3,14,5,4,3,23,0,6,26,22,0,3,1,3
2021-08-08,276,816,855,23,910,846,248,7,4,773,3,427,21,8,359,263,270,55,17,17,7,96,77,5,1,25,15,0,71,,45,69,18,73,65,18,67,13,19,13,38,5,4,4,28,1,28,2,13,1,8,3,14,5,4,3,23,0,6,26,22,0,3,1,3
2021-08-09,276,816,858,23,914,846,249,7,4,773,3,427,21,8,359,263,273,56,17,17,7,96,77,5,1,25,15,0,72,,45,69,18,73,65,18,67,13,20,13,38,5,4,4,29,1,28,2,13,1,8,3,14,5,4,3,23,0,6,26,22,0,3,1,3
